"","trait","marker","gene_id","molecular_name","gene_name","corrected_spearman_cor"
"3669","wd_var_3mo","V_15019340","WBGene00008833","F14H8.2",NA,-0.258599765785051
"3670","wd_var_3mo","V_15019597","WBGene00008833","F14H8.2",NA,-0.258599765785051
"3671","wd_var_3mo","V_15025994","WBGene00000562","F14H8.6b","cng-1",-0.258599765785051
"3672","rh_max_3yr","V_17441082","WBGene00005370","F20E11.12","srh-154",-0.258580846263966
"3673","rh_max_3yr","V_17803717","WBGene00005496","Y94A7B.1","srh-292",-0.2585673196891
"3674","rh_max_3yr","V_17803720","WBGene00005496","Y94A7B.1","srh-292",-0.2585673196891
"3675","rh_max_3yr","V_17803728","WBGene00005496","Y94A7B.1","srh-292",-0.2585673196891
"3676","rh_max_1yr","II_3206343","WBGene00044371","ZC239.20",NA,-0.2585554651126
"3677","rh_max_3mo","V_17900646","WBGene00007393","C06H5.2","fbxa-157",-0.258503050161989
"3678","rh_max_1yr","V_17104189","WBGene00013940","ZK218.6","nhr-248",-0.258490111090453
"3679","rh_max_1yr","V_17104195","WBGene00013940","ZK218.6","nhr-248",-0.258490111090453
"3680","rh_max_1yr","V_17104324","WBGene00013940","ZK218.6","nhr-248",-0.258490111090453
"3681","rh_max_1yr","V_17104327","WBGene00013940","ZK218.6","nhr-248",-0.258490111090453
"3682","rh_max_1yr","V_17106598","WBGene00013941","ZK218.7",NA,-0.258490111090453
"3683","rh_max_1yr","V_17106600","WBGene00013941","ZK218.7",NA,-0.258490111090453
"3684","rh_max_1yr","V_17106612","WBGene00013941","ZK218.7",NA,-0.258490111090453
"3685","rh_max_1yr","V_17106619","WBGene00013941","ZK218.7",NA,-0.258490111090453
"3686","rh_max_1yr","V_17106643","WBGene00013941","ZK218.7",NA,-0.258490111090453
"3687","rh_max_1yr","II_1997266","WBGene00016555","C40D2.2","math-20",0.258471315334948
"3688","dew_point_max_3yr","III_1982479","WBGene00005143","Y39A3B.4","srd-66",0.258430848428331
"3689","rh_max_1yr","II_1769800","WBGene00018101","F36H5.2a","math-27",0.258420415376128
"3690","rh_avg_1yr","V_17663980","WBGene00010297","F59A1.11a",NA,-0.258370862670267
"3691","rh_avg_1yr","V_17663981","WBGene00010297","F59A1.11a",NA,-0.258370862670267
"3692","rh_max_3mo","V_17334724","WBGene00009836","F47H4.4","fbxa-185",0.258366984035393
"3693","rh_max_3mo","II_2314758","WBGene00015108","B0281.1",NA,-0.258310639975179
"3694","rh_max_1yr","V_17259410","WBGene00044654","Y61B8A.4","fbxa-85",-0.258266366098288
"3695","rh_max_1yr","V_17259561","WBGene00044654","Y61B8A.4","fbxa-85",-0.258266366098288
"3696","rh_max_1yr","V_17259622","WBGene00044654","Y61B8A.4","fbxa-85",-0.258266366098288
"3697","rh_max_1yr","II_3206391","WBGene00044371","ZC239.20",NA,-0.258266210037233
"3698","rh_max_1yr","V_17330422","WBGene00005201","F31E9.2","srg-44",-0.2582293971634
"3699","rh_max_1yr","V_17721009","WBGene00006137","W06D12.4","str-77",-0.258218089693811
"3700","rh_max_3yr","V_17335134","WBGene00009836","F47H4.4","fbxa-185",-0.258161941753046
"3701","rh_max_3mo","V_17459217","WBGene00008981","F20E11.1","srz-48",-0.25815412184223
"3702","rh_max_3mo","V_17459227","WBGene00008981","F20E11.1","srz-48",-0.25815412184223
"3703","rh_max_1yr","V_17259587","WBGene00044654","Y61B8A.4","fbxa-85",-0.258152333450792
"3704","rh_max_3mo","II_3221230","WBGene00022572","ZC239.14",NA,-0.258151751656445
"3705","rh_max_3mo","II_2291406","WBGene00019590","K09F6.7",NA,-0.258145345191544
"3706","dew_point_max_3yr","III_1998289","WBGene00021437","Y39A3B.2","lgc-42",0.258128017982328
"3707","rh_max_1yr","II_3196615","WBGene00001541","ZC239.7","gcy-15",-0.257991651245002
"3708","rh_max_1yr","II_3196655","WBGene00001541","ZC239.7","gcy-15",-0.257991651245002
"3709","rh_max_1yr","II_3196889","WBGene00001541","ZC239.7","gcy-15",-0.257991651245002
"3710","rh_max_1yr","II_3197617","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3711","rh_max_1yr","II_3197748","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3712","rh_max_1yr","II_3197956","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3713","rh_max_1yr","II_3198114","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3714","rh_max_1yr","II_3198115","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3715","rh_max_1yr","II_3198118","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3716","rh_max_1yr","II_3198135","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3717","rh_max_1yr","II_3198141","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3718","rh_max_1yr","II_3198513","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3719","rh_max_1yr","II_3198516","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3720","rh_max_1yr","II_3198524","WBGene00005563","ZC239.8","sri-51",-0.257991651245002
"3721","rh_max_1yr","II_3200124","WBGene00005560","ZC239.9","sri-48",-0.257991651245002
"3722","rh_max_1yr","II_3200651","WBGene00005560","ZC239.9","sri-48",-0.257991651245002
"3723","rh_max_1yr","II_3223885","WBGene00022573","ZC239.15",NA,-0.257963750958259
"3724","rh_max_1yr","II_3224228","WBGene00022573","ZC239.15",NA,-0.257963750958259
"3725","rh_max_1yr","II_3224297","WBGene00022573","ZC239.15",NA,-0.257963750958259
"3726","rh_max_1yr","II_3224591","WBGene00022573","ZC239.15",NA,-0.257963750958259
"3727","rh_max_1yr","II_3224791","WBGene00022574","ZC239.16",NA,-0.257963750958259
"3728","rh_max_1yr","II_3224792","WBGene00022574","ZC239.16",NA,-0.257963750958259
"3729","rh_max_1yr","II_3225024","WBGene00022574","ZC239.16",NA,-0.257963750958259
"3730","rh_avg_1yr","II_423126","WBGene00016077","C24H12.8",NA,-0.257942035751031
"3731","rh_max_1yr","V_17487605","WBGene00010536","K03D7.9",NA,-0.257940104260838
"3732","rh_max_3mo","II_3288562","WBGene00005575","F39E9.3","sri-63",-0.257911896610267
"3733","rh_max_1yr","II_1772990","WBGene00018100","F36H5.1","math-26",0.257810420568697
"3734","rh_max_3mo","II_3402849","WBGene00017555","F18A12.6","nep-10",-0.257804570589905
"3735","rh_avg_1yr","V_17901744","WBGene00007393","C06H5.2","fbxa-157",-0.257756329684548
"3736","rh_avg_1yr","V_17901773","WBGene00007393","C06H5.2","fbxa-157",-0.257756329684548
"3737","rh_max_1yr","V_17314078","WBGene00009299","F31E9.6",NA,-0.257571099090579
"3738","rh_max_3mo","II_2097556","WBGene00020533","T16A1.2",NA,0.257546220182802
"3739","rh_max_1yr","V_17298751","WBGene00010754","K10G4.5",NA,-0.257512019275952
"3740","rh_max_1yr","V_17298760","WBGene00010754","K10G4.5",NA,-0.257512019275952
"3741","rh_max_1yr","V_17298765","WBGene00010754","K10G4.5",NA,-0.257512019275952
"3742","rh_max_1yr","II_3407182","WBGene00017552","F18A12.3","nep-7",-0.257501125230401
"3743","rh_max_1yr","II_3407189","WBGene00017552","F18A12.3","nep-7",-0.257501125230401
"3744","rh_max_3mo","V_17864537","WBGene00000813","Y59A8A.1","csn-1",-0.257501125230401
"3745","rh_max_3yr","V_15705706","WBGene00006686","K06B4.12","twk-34",-0.257465101142516
"3746","rh_avg_3mo","V_17901671","WBGene00007393","C06H5.2","fbxa-157",-0.257441431507505
"3747","rh_max_1yr","II_3221849","WBGene00022572","ZC239.14",NA,-0.257424107972206
"3748","rh_max_1yr","II_3401185","WBGene00017555","F18A12.6","nep-10",0.257422806053305
"3749","rh_max_1yr","V_17106396","WBGene00013941","ZK218.7",NA,-0.257394953100681
"3750","rh_max_3mo","II_3327166","WBGene00021591","Y46D2A.3a",NA,0.257391400694394
"3751","rh_max_3mo","II_2624353","WBGene00017056","D2062.4a",NA,0.257305574830667
"3752","rh_max_1yr","II_3206428","WBGene00044371","ZC239.20",NA,-0.257276834569309
"3753","rh_max_1yr","V_18236016","WBGene00011209","R10E8.3",NA,-0.257257024269625
"3754","rh_max_1yr","V_18236019","WBGene00011209","R10E8.3",NA,-0.257257024269625
"3755","rh_max_1yr","V_18193238","WBGene00008891","F16H6.1","clec-42",-0.257206087631879
"3756","rh_max_3yr","III_12470154","WBGene00045239","Y49E10.29",NA,0.257130081497415
"3757","rh_max_1yr","II_2256921","WBGene00019586","K09F6.3",NA,-0.25704998032095
"3758","rh_max_1yr","II_2256925","WBGene00019586","K09F6.3",NA,-0.25704998032095
"3759","rh_max_1yr","II_2264435","WBGene00019587","K09F6.4",NA,0.257021290794921
"3760","rh_max_3mo","V_17332423","WBGene00009836","F47H4.4","fbxa-185",-0.25699932820303
"3761","rh_max_3yr","V_15952643","WBGene00005803","F36G9.16","srw-56",0.256956299941908
"3762","rh_max_3yr","V_17347432","WBGene00009840","F47H4.9","fbxa-189",-0.256941858231951
"3763","temp_avg_3yr","V_15101725","WBGene00007230","C01G10.1",NA,0.256908024709267
"3764","rh_max_3yr","V_15831647","WBGene00010026","F54B8.12","srbc-56",-0.256855402292368
"3765","rh_max_1yr","V_17326812","WBGene00009297","F31E9.4","sdz-16",-0.256820311499581
"3766","rh_max_1yr","V_17326858","WBGene00009297","F31E9.4","sdz-16",-0.256820311499581
"3767","rh_max_1yr","V_17350392","WBGene00009841","F47H4.11","fbxa-134",-0.256820311499581
"3768","rh_max_1yr","V_17350447","WBGene00009841","F47H4.11","fbxa-134",-0.256820311499581
"3769","rh_max_1yr","V_17350457","WBGene00009841","F47H4.11","fbxa-134",-0.256820311499581
"3770","rh_avg_3mo","V_17901810","WBGene00007393","C06H5.2","fbxa-157",-0.256817137525505
"3771","rh_max_3yr","V_17347929","WBGene00004811","F47H4.10","skr-5",-0.256710008108696
"3772","rh_max_3yr","V_17347935","WBGene00004811","F47H4.10","skr-5",-0.256710008108696
"3773","rh_max_3yr","V_17347936","WBGene00004811","F47H4.10","skr-5",-0.256710008108696
"3774","rh_max_3yr","V_17348078","WBGene00004811","F47H4.10","skr-5",-0.256710008108696
"3775","rh_max_3yr","V_17348091","WBGene00004811","F47H4.10","skr-5",-0.256710008108696
"3776","rh_max_3yr","V_17351294","WBGene00009841","F47H4.11","fbxa-134",-0.256710008108696
"3777","rh_max_1yr","II_2256918","WBGene00019586","K09F6.3",NA,-0.25669270712497
"3778","rh_max_1yr","II_1260415","WBGene00023410","F47F6.9",NA,0.256690981173938
"3779","rh_max_3mo","II_3326266","WBGene00021589","Y46D2A.1",NA,0.256662878494654
"3780","rh_max_1yr","II_3492662","WBGene00021716","Y49F6B.3","fbxb-112",-0.256661361175857
"3781","rh_max_3yr","V_17864537","WBGene00000813","Y59A8A.1","csn-1",-0.256601061912339
"3782","rh_avg_1yr","V_14104783","WBGene00008396","D1086.9",NA,-0.256579419530974
"3783","rh_avg_1yr","V_14104825","WBGene00008396","D1086.9",NA,-0.256579419530974
"3784","rh_avg_1yr","II_381636","WBGene00015409","C03H5.7",NA,-0.256554916683137
"3785","rh_avg_1yr","II_384022","WBGene00015407","C03H5.5",NA,-0.256554916683137
"3786","rh_avg_1yr","II_384056","WBGene00015407","C03H5.5",NA,-0.256554916683137
"3787","rh_avg_1yr","II_386523","WBGene00015405","C03H5.3",NA,-0.256554916683137
"3788","rh_avg_1yr","II_422407","WBGene00016077","C24H12.8",NA,-0.256554916683137
"3789","rh_avg_1yr","II_443573","WBGene00016071","C24H12.1",NA,-0.256554916683137
"3790","rh_avg_1yr","II_443592","WBGene00016071","C24H12.1",NA,-0.256554916683137
"3791","temp_min_3yr","V_15281011","WBGene00005766","T10H4.8","srw-19",0.256551050771723
"3792","rh_max_1yr","II_2070775","WBGene00017212","F07E5.7",NA,-0.256499995819816
"3793","rh_max_1yr","II_1785703","WBGene00015613","C08F1.10",NA,0.256497263393142
"3794","rh_max_3mo","II_3219853","WBGene00194717","ZC239.22",NA,-0.256483719376269
"3795","rh_max_1yr","V_17108358","WBGene00013943","ZK218.11",NA,-0.256414924477856
"3796","rh_max_1yr","V_17108374","WBGene00013943","ZK218.11",NA,-0.256414924477856
"3797","rh_max_1yr","V_17108379","WBGene00013943","ZK218.11",NA,-0.256414924477856
"3798","rh_max_3yr","V_17901744","WBGene00007393","C06H5.2","fbxa-157",-0.256370383384856
"3799","rh_max_3yr","V_17901773","WBGene00007393","C06H5.2","fbxa-157",-0.256370383384856
"3800","rh_max_3yr","V_17261897","WBGene00005794","K10G4.2","srw-47",-0.256326679066072
"3801","rh_max_1yr","II_2263338","WBGene00019587","K09F6.4",NA,-0.256309683644509
"3802","rh_max_1yr","II_2229259","WBGene00018785","F54A3.6",NA,-0.256305541914508
"3803","rh_max_1yr","II_2229391","WBGene00018785","F54A3.6",NA,-0.256305541914508
"3804","rh_max_3mo","II_2541047","WBGene00019338","K02F6.4",NA,0.256283807863305
"3805","rh_max_3mo","II_2541094","WBGene00019338","K02F6.4",NA,0.256283807863305
"3806","wd_var_1yr","V_15153985","WBGene00005278","T09F5.5","srh-55",-0.256251311152429
"3807","rh_max_3yr","V_15952642","WBGene00005803","F36G9.16","srw-56",0.256251311152429
"3808","rh_max_1yr","V_17288129","WBGene00005777","K10G4.9","srw-30",-0.256235909019384
"3809","rh_max_1yr","V_17288148","WBGene00005777","K10G4.9","srw-30",-0.256235909019384
"3810","rh_max_1yr","V_17288524","WBGene00005777","K10G4.9","srw-30",-0.256235909019384
"3811","rh_max_3mo","II_3203763","WBGene00005562","ZC239.19","sri-50",-0.256235571670441
"3812","rh_max_3mo","II_3203797","WBGene00005562","ZC239.19","sri-50",-0.256235571670441
"3813","rh_max_3mo","II_3203814","WBGene00005562","ZC239.19","sri-50",-0.256235571670441
"3814","rh_max_3mo","II_3204005","WBGene00005562","ZC239.19","sri-50",-0.256235571670441
"3815","rh_max_3mo","II_3206146","WBGene00044371","ZC239.20",NA,-0.256235571670441
"3816","rh_max_3mo","II_3206355","WBGene00044371","ZC239.20",NA,-0.256235571670441
"3817","rh_max_1yr","V_17347270","WBGene00009840","F47H4.9","fbxa-189",-0.256227475891301
"3818","rh_max_1yr","II_3327166","WBGene00021591","Y46D2A.3a",NA,0.256204700318652
"3819","rh_max_1yr","V_17244068","WBGene00013471","Y68A4B.2","clec-242",-0.256187925613713
"3820","rh_max_1yr","II_3224914","WBGene00022574","ZC239.16",NA,-0.256184316027975
"3821","rh_max_1yr","II_1784205","WBGene00044417","C08F1.11",NA,0.256166961970682
"3822","rh_max_1yr","II_1784226","WBGene00044417","C08F1.11",NA,0.256166961970682
"3823","rh_max_1yr","II_1784256","WBGene00044417","C08F1.11",NA,0.256166961970682
"3824","rh_max_1yr","II_1771829","WBGene00018100","F36H5.1","math-26",0.256149960956562
"3825","rh_max_1yr","II_1771830","WBGene00018100","F36H5.1","math-26",0.256149960956562
"3826","rh_max_3mo","V_18292888","WBGene00077445","Y51A2A.12",NA,-0.256120520975704
"3827","rh_max_1yr","V_17261416","WBGene00005794","K10G4.2","srw-47",-0.256051295132738
"3828","rh_max_1yr","V_17348143","WBGene00004811","F47H4.10","skr-5",-0.256031876786626
"3829","rh_max_3yr","V_17348453","WBGene00004811","F47H4.10","skr-5",-0.255985073311979
"3830","rh_max_1yr","V_17675240","WBGene00006150","F59A1.3","str-92",-0.255958788207153
"3831","rh_max_1yr","V_17273605","WBGene00044202","K10G4.10",NA,-0.255874633513157
"3832","rh_max_1yr","V_17273611","WBGene00044202","K10G4.10",NA,-0.255874633513157
"3833","rh_max_3mo","II_3345833","WBGene00017460","F14D2.12","bath-30",-0.255819235922208
"3834","rh_max_3mo","II_2617018","WBGene00017059","D2062.7",NA,0.255818740263757
"3835","rh_max_1yr","V_17803717","WBGene00005496","Y94A7B.1","srh-292",-0.255815773133824
"3836","rh_max_1yr","V_17803720","WBGene00005496","Y94A7B.1","srh-292",-0.255815773133824
"3837","rh_max_1yr","V_17803728","WBGene00005496","Y94A7B.1","srh-292",-0.255815773133824
"3838","rh_max_1yr","V_18236267","WBGene00011209","R10E8.3",NA,-0.255815331142699
"3839","rh_max_1yr","II_2363739","WBGene00018388","F43C11.11",NA,-0.255693582803887
"3840","rh_max_3mo","II_1751030","WBGene00018106","F36H5.8",NA,0.255691847532478
"3841","rh_max_3mo","II_1751035","WBGene00018106","F36H5.8",NA,0.255691847532478
"3842","rh_max_3yr","V_17497523","WBGene00005467","K03D7.4","srh-261",-0.255687841671267
"3843","rh_max_1yr","II_2342671","WBGene00018383","F43C11.6",NA,-0.255644810702169
"3844","rh_max_3mo","II_3322518","WBGene00021590","Y46D2A.2",NA,-0.25561278095858
"3845","rh_max_1yr","V_17105833","WBGene00013941","ZK218.7",NA,-0.255605147992227
"3846","rh_max_3mo","II_3206468","WBGene00044371","ZC239.20",NA,-0.255585227579906
"3847","rh_max_3mo","II_1750985","WBGene00018106","F36H5.8",NA,0.255572026189953
"3848","rh_max_1yr","V_17264648","WBGene00010752","K10G4.3",NA,-0.255519212703288
"3849","rh_max_1yr","V_17264649","WBGene00010752","K10G4.3",NA,-0.255519212703288
"3850","rh_max_1yr","II_3003372","WBGene00016575","C41H7.5a",NA,-0.255466282349272
"3851","rh_avg_3yr","V_17661972","WBGene00010297","F59A1.11a",NA,-0.255451289460664
"3852","rh_avg_3yr","V_17664111","WBGene00010297","F59A1.11a",NA,-0.255451289460664
"3853","rh_max_1yr","V_17300739","WBGene00010754","K10G4.5",NA,-0.255438739895473
"3854","rh_max_3yr","V_17330422","WBGene00005201","F31E9.2","srg-44",-0.255363298003561
"3855","rh_max_1yr","V_17259867","WBGene00044654","Y61B8A.4","fbxa-85",-0.255360707634056
"3856","rh_avg_1yr","II_1383412","WBGene00018820","F54D12.7",NA,0.255351636354017
"3857","rh_max_3mo","II_3401185","WBGene00017555","F18A12.6","nep-10",0.255334924937593
"3858","rh_max_3yr","V_17179598","WBGene00005390","F40D4.1","srh-174",-0.255316299390358
"3859","rh_max_1yr","V_17273628","WBGene00044202","K10G4.10",NA,-0.255246805988108
"3860","rh_max_1yr","V_17273638","WBGene00044202","K10G4.10",NA,-0.255246805988108
"3861","rh_max_1yr","V_17273643","WBGene00044202","K10G4.10",NA,-0.255246805988108
"3862","rh_max_1yr","II_1777299","WBGene00015608","C08F1.4a","math-3",0.255244667591843
"3863","rh_max_1yr","V_17055247","WBGene00009197","F28B1.3",NA,-0.255225377050484
"3864","rh_max_1yr","V_17055248","WBGene00009197","F28B1.3",NA,-0.255225377050484
"3865","rh_avg_1yr","II_422719","WBGene00016077","C24H12.8",NA,-0.255217882628454
"3866","rh_max_1yr","V_17346546","WBGene00009840","F47H4.9","fbxa-189",-0.255204245126858
"3867","rh_max_3mo","II_2485675","WBGene00018767","F53G2.2",NA,0.255197405133323
"3868","rh_max_3mo","II_2549280","WBGene00019337","K02F6.3",NA,0.255197405133323
"3869","rh_max_3mo","II_2561093","WBGene00019343","K02F6.9","nep-18",0.255197405133323
"3870","rh_max_3mo","II_2562474","WBGene00019343","K02F6.9","nep-18",0.255197405133323
"3871","rh_max_3mo","II_2562489","WBGene00019343","K02F6.9","nep-18",0.255197405133323
"3872","rh_max_3mo","II_2563673","WBGene00019343","K02F6.9","nep-18",0.255197405133323
"3873","rh_max_3mo","II_2565312","WBGene00017280","F09D1.1","usp-39",0.255197405133323
"3874","rh_max_3mo","II_2605412","WBGene00005589","D2062.9","sri-77",0.255197405133323
"3875","rh_max_3mo","II_2611914","WBGene00005550","D2062.8","sri-38",0.255197405133323
"3876","rh_avg_1yr","V_15254082","WBGene00010797","M01B2.3","srbc-75",-0.255173491046749
"3877","rh_max_1yr","II_609171","WBGene00021030","W04H10.1",NA,-0.255170009198811
"3878","rh_max_3mo","V_15188685","WBGene00013569","Y75B12B.4","bath-36",-0.2551592937485
"3879","rh_max_1yr","II_3288054","WBGene00005575","F39E9.3","sri-63",-0.255157258805311
"3880","rh_max_1yr","II_3288489","WBGene00005575","F39E9.3","sri-63",-0.255157258805311
"3881","rh_max_3mo","II_2556201","WBGene00019335","K02F6.1",NA,0.255107517353554
"3882","rh_max_3mo","II_2418917","WBGene00044362","F42G2.7a",NA,0.255053813052163
"3883","rh_max_1yr","II_2258511","WBGene00019586","K09F6.3",NA,0.255014938813643
"3884","rh_max_3mo","V_17904148","WBGene00219447","C06H5.14",NA,-0.255010914343356
"3885","rh_max_3yr","V_17527297","WBGene00007672","C18D4.2a","fbxa-136",0.255000267055211
"3886","rh_max_3yr","V_17335094","WBGene00009836","F47H4.4","fbxa-185",-0.254984081394386
"3887","rh_max_3mo","II_7938563","WBGene00014052","ZK669.2",NA,-0.254934883489372
"3888","rh_max_3mo","II_8025320","WBGene00007433","C08B11.3","swsn-7",-0.254934883489372
"3889","rh_max_3yr","V_17346542","WBGene00009840","F47H4.9","fbxa-189",-0.254931530163688
"3890","rh_avg_1yr","V_17808101","WBGene00005495","Y94A7B.3","srh-291",-0.254923606812367
"3891","rh_max_1yr","II_3338123","WBGene00017455","F14D2.7",NA,0.254894587110556
"3892","rh_max_1yr","II_1997170","WBGene00016555","C40D2.2","math-20",0.254831513850418
"3893","rh_max_3mo","II_2073288","WBGene00017213","F07E5.8",NA,0.254819805364939
"3894","rh_max_3mo","II_3191561","WBGene00021300","Y27F2A.9",NA,-0.254818000416996
"3895","rh_max_1yr","II_1789813","WBGene00015607","C08F1.3","fbxb-13",0.254790928401889
"3896","rh_max_1yr","II_3332850","WBGene00077751","F14D2.17","irld-27",-0.254782963717324
"3897","rh_max_1yr","V_18235857","WBGene00011209","R10E8.3",NA,-0.254752219620491
"3898","rh_max_1yr","V_18235869","WBGene00011209","R10E8.3",NA,-0.254752219620491
"3899","rh_max_1yr","V_18235876","WBGene00011209","R10E8.3",NA,-0.254752219620491
"3900","rh_max_1yr","V_18235990","WBGene00011209","R10E8.3",NA,-0.254752219620491
"3901","rh_max_1yr","V_18235993","WBGene00011209","R10E8.3",NA,-0.254752219620491
"3902","rh_max_1yr","II_3326266","WBGene00021589","Y46D2A.1",NA,0.254721327144329
"3903","rh_max_1yr","V_18898439","WBGene00013584","Y80D3A.4","nhr-243",-0.254711725306973
"3904","rh_max_3mo","II_2025883","WBGene00019138","F59H6.8","bath-21",0.254703865369627
"3905","rh_max_3mo","V_17900918","WBGene00007393","C06H5.2","fbxa-157",-0.254688243401549
"3906","rh_max_3mo","V_17900922","WBGene00007393","C06H5.2","fbxa-157",-0.254688243401549
"3907","rh_max_1yr","V_17666289","WBGene00010298","F59A1.12",NA,-0.254551044507554
"3908","rh_max_1yr","V_17666462","WBGene00010298","F59A1.12",NA,-0.254551044507554
"3909","rh_max_1yr","V_17666491","WBGene00010298","F59A1.12",NA,-0.254551044507554
"3910","rh_max_1yr","V_17667567","WBGene00010298","F59A1.12",NA,-0.254551044507554
"3911","rh_max_1yr","V_17675277","WBGene00006150","F59A1.3","str-92",-0.254551044507554
"3912","rh_max_1yr","V_17676542","WBGene00006150","F59A1.3","str-92",-0.254551044507554
"3913","rh_max_1yr","V_17676599","WBGene00006150","F59A1.3","str-92",-0.254551044507554
"3914","rh_max_1yr","V_17686924","WBGene00206506","F59A1.18",NA,-0.254551044507554
"3915","rh_max_1yr","V_17690857","WBGene00010299","F59A1.13",NA,-0.254551044507554
"3916","rh_max_3mo","II_2291407","WBGene00019590","K09F6.7",NA,-0.254506600436208
"3917","rh_max_3yr","V_17529758","WBGene00007678","C18D4.9","srz-90",-0.254426191872324
"3918","rh_max_1yr","II_2762842","WBGene00017911","F29A7.1","fbxb-106",0.254381230190468
"3919","rh_max_1yr","II_2765643","WBGene00017249","F08D12.6","fbxb-108",0.254381230190468
"3920","rh_max_1yr","II_2765649","WBGene00017249","F08D12.6","fbxb-108",0.254381230190468
"3921","rh_max_1yr","II_2773108","WBGene00017253","F08D12.10","sdz-9",0.254381230190468
"3922","rh_max_1yr","II_2778809","WBGene00017248","F08D12.4a",NA,0.254381230190468
"3923","rh_max_1yr","II_2812809","WBGene00019691","K12H6.12",NA,0.254381230190468
"3924","rh_max_1yr","II_2864848","WBGene00022442","Y110A2AL.5",NA,0.254381230190468
"3925","rh_max_1yr","II_2865207","WBGene00022442","Y110A2AL.5",NA,0.254381230190468
"3926","rh_max_1yr","II_2097629","WBGene00020533","T16A1.2",NA,0.254355484743892
"3927","rh_max_3yr","V_17487492","WBGene00010536","K03D7.9",NA,-0.254327194440197
"3928","rh_max_3yr","V_17303341","WBGene00005582","Y61B8B.1","sri-70",-0.254313417286727
"3929","rh_max_3yr","V_15777877","WBGene00012056","T26E4.16","nhr-285",-0.254313124080361
"3930","rh_max_3mo","II_2300563","WBGene00015112","B0281.5a",NA,-0.254312023257297
"3931","rh_max_3yr","V_17348193","WBGene00004811","F47H4.10","skr-5",-0.254299292712358
"3932","rh_max_3yr","V_17348195","WBGene00004811","F47H4.10","skr-5",-0.254299292712358
"3933","rh_max_1yr","II_2131883","WBGene00020073","R52.1","sdz-28",0.254256556413011
"3934","wd_var_1yr","V_14610169","WBGene00011252","R11H6.4a",NA,-0.254249747248656
"3935","wd_var_1yr","V_14629081","WBGene00001986","F43D2.4a","hot-1",-0.254249747248656
"3936","wd_var_1yr","V_14634979","WBGene00044191","F43D2.6",NA,-0.254249747248656
"3937","wd_var_1yr","V_14644888","WBGene00004337","C54G10.2a","rfc-1",-0.254249747248656
"3938","wd_var_1yr","V_14644932","WBGene00004337","C54G10.2a","rfc-1",-0.254249747248656
"3939","wd_var_1yr","V_14644948","WBGene00004337","C54G10.2a","rfc-1",-0.254249747248656
"3940","wd_var_1yr","V_14644980","WBGene00004337","C54G10.2a","rfc-1",-0.254249747248656
"3941","rh_max_1yr","V_17104124","WBGene00013940","ZK218.6","nhr-248",-0.254205304372415
"3942","rh_max_1yr","II_2866132","WBGene00022445","Y110A2AL.9",NA,-0.254114189221111
"3943","rh_max_1yr","II_2866315","WBGene00022445","Y110A2AL.9",NA,-0.254114189221111
"3944","rh_max_1yr","II_2868664","WBGene00022439","Y110A2AL.2",NA,-0.254114189221111
"3945","rh_max_1yr","V_17261335","WBGene00005794","K10G4.2","srw-47",-0.254073009123084
"3946","rh_max_3mo","II_3365957","WBGene00021728","Y49F6C.6",NA,0.254046821102065
"3947","rh_max_3yr","V_17329835","WBGene00005201","F31E9.2","srg-44",-0.254044164451156
"3948","rh_max_1yr","V_17497665","WBGene00005467","K03D7.4","srh-261",-0.2540034491254
"3949","rh_max_3yr","V_17498448","WBGene00005467","K03D7.4","srh-261",-0.253979778766941
"3950","rh_max_3mo","II_2251254","WBGene00018781","F54A3.2",NA,0.253951896414584
"3951","rh_avg_3yr","V_17661894","WBGene00010297","F59A1.11a",NA,-0.253932928975789
"3952","rh_avg_3yr","V_17662405","WBGene00010297","F59A1.11a",NA,-0.253932928975789
"3953","rh_avg_3yr","V_17662428","WBGene00010297","F59A1.11a",NA,-0.253932928975789
"3954","rh_avg_3yr","V_17662448","WBGene00010297","F59A1.11a",NA,-0.253932928975789
"3955","rh_avg_3yr","V_17662834","WBGene00010297","F59A1.11a",NA,-0.253932928975789
"3956","rh_avg_3yr","V_17663627","WBGene00010297","F59A1.11a",NA,-0.253932928975789
"3957","rh_avg_3yr","V_17663956","WBGene00010297","F59A1.11a",NA,-0.253932928975789
"3958","rh_max_1yr","II_2263307","WBGene00019587","K09F6.4",NA,0.253932316255483
"3959","rh_max_1yr","V_17335304","WBGene00009836","F47H4.4","fbxa-185",-0.253929400024861
"3960","rh_max_1yr","V_17335306","WBGene00009836","F47H4.4","fbxa-185",-0.253929400024861
"3961","rh_max_3yr","V_17239157","WBGene00011844","T19C9.8",NA,-0.253899548038621
"3962","rh_max_1yr","V_17298817","WBGene00010754","K10G4.5",NA,-0.253896560005665
