CHROM	POS	log10p	Variance Explained	Region Start	Region End	Peak Position	Bonferroni Corrected Threshold	Above Bonferroni
IV	6078337	0	NA	NA	NA	NA	5.494	0
IV	6082473	0	NA	NA	NA	NA	5.494	0
IV	6082476	0.145706	NA	NA	NA	NA	5.494	0
IV	6083086	0	NA	NA	NA	NA	5.494	0
IV	6088183	0	NA	NA	NA	NA	5.494	0
IV	6096442	0	NA	NA	NA	NA	5.494	0
IV	6096538	0	NA	NA	NA	NA	5.494	0
IV	6100388	0	NA	NA	NA	NA	5.494	0
IV	6100397	0	NA	NA	NA	NA	5.494	0
IV	6100508	0	NA	NA	NA	NA	5.494	0
IV	6100526	0	NA	NA	NA	NA	5.494	0
IV	6106002	0.112081	NA	NA	NA	NA	5.494	0
IV	6113973	0	NA	NA	NA	NA	5.494	0
IV	6114011	0	NA	NA	NA	NA	5.494	0
IV	6114116	0	NA	NA	NA	NA	5.494	0
IV	6116865	0	NA	NA	NA	NA	5.494	0
IV	6117073	0	NA	NA	NA	NA	5.494	0
IV	6118055	0	NA	NA	NA	NA	5.494	0
IV	6118556	0	NA	NA	NA	NA	5.494	0
IV	6118571	0	NA	NA	NA	NA	5.494	0
IV	6119637	0	NA	NA	NA	NA	5.494	0
IV	6137181	0	NA	NA	NA	NA	5.494	0
IV	6137580	0	NA	NA	NA	NA	5.494	0
IV	6149797	0	NA	NA	NA	NA	5.494	0
IV	6149824	0	NA	NA	NA	NA	5.494	0
IV	6153286	0	NA	NA	NA	NA	5.494	0
IV	6168435	0	NA	NA	NA	NA	5.494	0
IV	6168436	0	NA	NA	NA	NA	5.494	0
IV	6169452	0	NA	NA	NA	NA	5.494	0
IV	6169666	0	NA	NA	NA	NA	5.494	0
IV	6169676	0	NA	NA	NA	NA	5.494	0
IV	6172737	0	NA	NA	NA	NA	5.494	0
IV	6172832	0	NA	NA	NA	NA	5.494	0
IV	6172844	0	NA	NA	NA	NA	5.494	0
IV	6173575	0	NA	NA	NA	NA	5.494	0
IV	6173576	0	NA	NA	NA	NA	5.494	0
IV	6174070	0	NA	NA	NA	NA	5.494	0
IV	6180220	0	NA	NA	NA	NA	5.494	0
IV	6180256	0	NA	NA	NA	NA	5.494	0
IV	6180800	0	NA	NA	NA	NA	5.494	0
IV	6181570	0	NA	NA	NA	NA	5.494	0
IV	6200996	0	NA	NA	NA	NA	5.494	0
IV	6208344	0	NA	NA	NA	NA	5.494	0
IV	6208498	0.177264	NA	NA	NA	NA	5.494	0
IV	6211044	0	NA	NA	NA	NA	5.494	0
IV	6211080	0	NA	NA	NA	NA	5.494	0
IV	6211095	0	NA	NA	NA	NA	5.494	0
IV	6211140	0	NA	NA	NA	NA	5.494	0
IV	6211218	0	NA	NA	NA	NA	5.494	0
IV	6211222	0	NA	NA	NA	NA	5.494	0
IV	6211456	0.177264	NA	NA	NA	NA	5.494	0
IV	6211460	0.177264	NA	NA	NA	NA	5.494	0
IV	6211509	0	NA	NA	NA	NA	5.494	0
IV	6211534	0.177264	NA	NA	NA	NA	5.494	0
IV	6221796	0	NA	NA	NA	NA	5.494	0
IV	6221828	0	NA	NA	NA	NA	5.494	0
IV	6221880	0	NA	NA	NA	NA	5.494	0
IV	6227269	0	NA	NA	NA	NA	5.494	0
IV	6239670	0	NA	NA	NA	NA	5.494	0
IV	6240298	0.204158	NA	NA	NA	NA	5.494	0
IV	6246344	0	NA	NA	NA	NA	5.494	0
IV	6246979	0.177264	NA	NA	NA	NA	5.494	0
IV	6255293	0	NA	NA	NA	NA	5.494	0
IV	6256403	0	NA	NA	NA	NA	5.494	0
IV	6256449	0	NA	NA	NA	NA	5.494	0
IV	6261719	0.177264	NA	NA	NA	NA	5.494	0
IV	6262303	0.204158	NA	NA	NA	NA	5.494	0
IV	6262324	0.204158	NA	NA	NA	NA	5.494	0
IV	6262339	0.204158	NA	NA	NA	NA	5.494	0
IV	6262345	0.204158	NA	NA	NA	NA	5.494	0
IV	6262369	0.204158	NA	NA	NA	NA	5.494	0
IV	6262370	0.204158	NA	NA	NA	NA	5.494	0
IV	6267445	0	NA	NA	NA	NA	5.494	0
IV	6267546	0	NA	NA	NA	NA	5.494	0
IV	6270223	0	NA	NA	NA	NA	5.494	0
IV	6276266	0	NA	NA	NA	NA	5.494	0
IV	6276271	0	NA	NA	NA	NA	5.494	0
IV	6276316	0	NA	NA	NA	NA	5.494	0
IV	6276382	0	NA	NA	NA	NA	5.494	0
IV	6276411	0	NA	NA	NA	NA	5.494	0
IV	6276913	0	NA	NA	NA	NA	5.494	0
IV	6280303	0	NA	NA	NA	NA	5.494	0
IV	6297848	0.67628	NA	NA	NA	NA	5.494	0
IV	6300801	0.401499	NA	NA	NA	NA	5.494	0
IV	6301843	0	NA	NA	NA	NA	5.494	0
IV	6316344	0	NA	NA	NA	NA	5.494	0
IV	6316430	0	NA	NA	NA	NA	5.494	0
IV	6331209	0	NA	NA	NA	NA	5.494	0
IV	6331210	0	NA	NA	NA	NA	5.494	0
IV	6331238	0	NA	NA	NA	NA	5.494	0
IV	6331257	0	NA	NA	NA	NA	5.494	0
IV	6336027	0.389564	NA	NA	NA	NA	5.494	0
IV	6336028	0.720677	NA	NA	NA	NA	5.494	0
IV	6337241	0	NA	NA	NA	NA	5.494	0
IV	6339582	0.037459	NA	NA	NA	NA	5.494	0
IV	6340275	0.204158	NA	NA	NA	NA	5.494	0
IV	6356889	0	NA	NA	NA	NA	5.494	0
IV	6364412	0.009842	NA	NA	NA	NA	5.494	0
IV	6366646	0	NA	NA	NA	NA	5.494	0
IV	6366768	0	NA	NA	NA	NA	5.494	0
IV	6366769	0	NA	NA	NA	NA	5.494	0
IV	6369822	0.145706	NA	NA	NA	NA	5.494	0
IV	6369883	0	NA	NA	NA	NA	5.494	0
IV	6372771	0	NA	NA	NA	NA	5.494	0
IV	6379350	0	NA	NA	NA	NA	5.494	0
IV	6382690	0	NA	NA	NA	NA	5.494	0
IV	6382778	0	NA	NA	NA	NA	5.494	0
IV	6388977	0.182846	NA	NA	NA	NA	5.494	0
IV	6390951	0	NA	NA	NA	NA	5.494	0
IV	6390983	0	NA	NA	NA	NA	5.494	0
IV	6393355	0.009842	NA	NA	NA	NA	5.494	0
IV	6393370	0	NA	NA	NA	NA	5.494	0
IV	6395479	0.26797	NA	NA	NA	NA	5.494	0
IV	6396979	0	NA	NA	NA	NA	5.494	0
IV	6418377	0	NA	NA	NA	NA	5.494	0
IV	6428930	0	NA	NA	NA	NA	5.494	0
IV	6428992	0	NA	NA	NA	NA	5.494	0
IV	6429035	0	NA	NA	NA	NA	5.494	0
IV	6441905	0	NA	NA	NA	NA	5.494	0
IV	6442081	0	NA	NA	NA	NA	5.494	0
IV	6447260	0	NA	NA	NA	NA	5.494	0
IV	6447274	0	NA	NA	NA	NA	5.494	0
IV	6448642	0.26797	NA	NA	NA	NA	5.494	0
IV	6453794	0	NA	NA	NA	NA	5.494	0
IV	6453903	0.009842	NA	NA	NA	NA	5.494	0
IV	6453908	0.26797	NA	NA	NA	NA	5.494	0
IV	6457984	0.009842	NA	NA	NA	NA	5.494	0
IV	6459324	0.009842	NA	NA	NA	NA	5.494	0
IV	6459413	0.082246	NA	NA	NA	NA	5.494	0
IV	6463237	0	NA	NA	NA	NA	5.494	0
IV	6463280	0	NA	NA	NA	NA	5.494	0
IV	6470567	0.082246	NA	NA	NA	NA	5.494	0
IV	6470794	0.009842	NA	NA	NA	NA	5.494	0
IV	6470847	0	NA	NA	NA	NA	5.494	0
IV	6472614	0.009842	NA	NA	NA	NA	5.494	0
IV	6472735	0.193672	NA	NA	NA	NA	5.494	0
IV	6472756	0.082246	NA	NA	NA	NA	5.494	0
IV	6472767	0.009842	NA	NA	NA	NA	5.494	0
IV	6472829	0.009842	NA	NA	NA	NA	5.494	0
IV	6488482	0	NA	NA	NA	NA	5.494	0
IV	6489252	0	NA	NA	NA	NA	5.494	0
IV	6490567	0	NA	NA	NA	NA	5.494	0
IV	6493905	0.009842	NA	NA	NA	NA	5.494	0
IV	6494658	0	NA	NA	NA	NA	5.494	0
IV	6510087	0	NA	NA	NA	NA	5.494	0
IV	6512005	0.26797	NA	NA	NA	NA	5.494	0
IV	6512488	0	NA	NA	NA	NA	5.494	0
IV	6512576	0	NA	NA	NA	NA	5.494	0
IV	6512634	0	NA	NA	NA	NA	5.494	0
IV	6513773	0	NA	NA	NA	NA	5.494	0
IV	6515136	0	NA	NA	NA	NA	5.494	0
IV	6515196	0.009842	NA	NA	NA	NA	5.494	0
IV	6547116	0	NA	NA	NA	NA	5.494	0
IV	6563718	0.009842	NA	NA	NA	NA	5.494	0
IV	6563756	0.201126	NA	NA	NA	NA	5.494	0
IV	6563810	0	NA	NA	NA	NA	5.494	0
IV	6563877	0	NA	NA	NA	NA	5.494	0
IV	6581755	0	NA	NA	NA	NA	5.494	0
IV	6582685	0	NA	NA	NA	NA	5.494	0
IV	6596640	0.145706	NA	NA	NA	NA	5.494	0
IV	6600705	0	NA	NA	NA	NA	5.494	0
IV	6600771	0	NA	NA	NA	NA	5.494	0
IV	6601143	0	NA	NA	NA	NA	5.494	0
IV	6601155	0	NA	NA	NA	NA	5.494	0
IV	6601583	0.009842	NA	NA	NA	NA	5.494	0
IV	6606383	0	NA	NA	NA	NA	5.494	0
IV	6608535	0	NA	NA	NA	NA	5.494	0
IV	6608608	0	NA	NA	NA	NA	5.494	0
IV	6608667	0	NA	NA	NA	NA	5.494	0
IV	6608701	0	NA	NA	NA	NA	5.494	0
IV	6608709	0	NA	NA	NA	NA	5.494	0
IV	6608756	0	NA	NA	NA	NA	5.494	0
IV	6609110	0	NA	NA	NA	NA	5.494	0
IV	6609115	0	NA	NA	NA	NA	5.494	0
IV	6611239	0	NA	NA	NA	NA	5.494	0
IV	6612055	0	NA	NA	NA	NA	5.494	0
IV	6612057	0	NA	NA	NA	NA	5.494	0
IV	6614472	0	NA	NA	NA	NA	5.494	0
IV	6614483	0	NA	NA	NA	NA	5.494	0
IV	6614540	0	NA	NA	NA	NA	5.494	0
IV	6614580	0.193672	NA	NA	NA	NA	5.494	0
IV	6614731	0	NA	NA	NA	NA	5.494	0
IV	6614764	0	NA	NA	NA	NA	5.494	0
IV	6614812	0	NA	NA	NA	NA	5.494	0
IV	6614848	0	NA	NA	NA	NA	5.494	0
IV	6615501	0.135932	NA	NA	NA	NA	5.494	0
IV	6615509	0	NA	NA	NA	NA	5.494	0
IV	6617004	0	NA	NA	NA	NA	5.494	0
IV	6617006	0	NA	NA	NA	NA	5.494	0
IV	6617040	0	NA	NA	NA	NA	5.494	0
IV	6617059	0	NA	NA	NA	NA	5.494	0
IV	6617063	0	NA	NA	NA	NA	5.494	0
IV	6617110	0	NA	NA	NA	NA	5.494	0
IV	6617146	0	NA	NA	NA	NA	5.494	0
IV	6621185	0	NA	NA	NA	NA	5.494	0
IV	6621215	0	NA	NA	NA	NA	5.494	0
IV	6621295	0	NA	NA	NA	NA	5.494	0
IV	6621352	0	NA	NA	NA	NA	5.494	0
IV	6629218	0	NA	NA	NA	NA	5.494	0
IV	6631383	0	NA	NA	NA	NA	5.494	0
IV	6631431	0.145706	NA	NA	NA	NA	5.494	0
IV	6634389	0	NA	NA	NA	NA	5.494	0
IV	6637654	0	NA	NA	NA	NA	5.494	0
IV	6637657	0	NA	NA	NA	NA	5.494	0
IV	6637738	0	NA	NA	NA	NA	5.494	0
IV	6637807	0	NA	NA	NA	NA	5.494	0
IV	6637810	0	NA	NA	NA	NA	5.494	0
IV	6638291	0	NA	NA	NA	NA	5.494	0
IV	6638365	0	NA	NA	NA	NA	5.494	0
IV	6645513	0	NA	NA	NA	NA	5.494	0
IV	6645568	0.004638	NA	NA	NA	NA	5.494	0
IV	6648296	0	NA	NA	NA	NA	5.494	0
IV	6648433	0	NA	NA	NA	NA	5.494	0
IV	6649081	0	NA	NA	NA	NA	5.494	0
IV	6649170	0	NA	NA	NA	NA	5.494	0
IV	6649190	0	NA	NA	NA	NA	5.494	0
IV	6649204	0	NA	NA	NA	NA	5.494	0
IV	6650447	0	NA	NA	NA	NA	5.494	0
IV	6650467	0	NA	NA	NA	NA	5.494	0
IV	6650483	0	NA	NA	NA	NA	5.494	0
IV	6651714	0	NA	NA	NA	NA	5.494	0
IV	6651743	0	NA	NA	NA	NA	5.494	0
IV	6651763	0	NA	NA	NA	NA	5.494	0
IV	6651771	0	NA	NA	NA	NA	5.494	0
IV	6651788	0	NA	NA	NA	NA	5.494	0
IV	6662717	0.009842	NA	NA	NA	NA	5.494	0
IV	6664423	0.395518	NA	NA	NA	NA	5.494	0
IV	6664424	0.145706	NA	NA	NA	NA	5.494	0
IV	6664464	0	NA	NA	NA	NA	5.494	0
IV	6664547	0.009842	NA	NA	NA	NA	5.494	0
IV	6664590	0	NA	NA	NA	NA	5.494	0
IV	6680755	0.009842	NA	NA	NA	NA	5.494	0
IV	6705546	0	NA	NA	NA	NA	5.494	0
IV	6740019	0	NA	NA	NA	NA	5.494	0
IV	6740707	0.194515	NA	NA	NA	NA	5.494	0
IV	6743483	0	NA	NA	NA	NA	5.494	0
IV	6745192	0	NA	NA	NA	NA	5.494	0
IV	6745423	0	NA	NA	NA	NA	5.494	0
IV	6751355	0	NA	NA	NA	NA	5.494	0
IV	6752609	0	NA	NA	NA	NA	5.494	0
IV	6753120	0.145706	NA	NA	NA	NA	5.494	0
IV	6753246	0	NA	NA	NA	NA	5.494	0
IV	6753403	0.097786	NA	NA	NA	NA	5.494	0
IV	6757157	0	NA	NA	NA	NA	5.494	0
IV	6757617	0	NA	NA	NA	NA	5.494	0
IV	6757638	0	NA	NA	NA	NA	5.494	0
IV	6757660	0	NA	NA	NA	NA	5.494	0
IV	6764211	0	NA	NA	NA	NA	5.494	0
IV	6766210	0	NA	NA	NA	NA	5.494	0
IV	6768185	0.125975	NA	NA	NA	NA	5.494	0
IV	6783532	0	NA	NA	NA	NA	5.494	0
IV	6785083	0	NA	NA	NA	NA	5.494	0
IV	6788036	0	NA	NA	NA	NA	5.494	0
IV	6807370	0	NA	NA	NA	NA	5.494	0
IV	6807490	0	NA	NA	NA	NA	5.494	0
IV	6810678	0	NA	NA	NA	NA	5.494	0
IV	6819904	0	NA	NA	NA	NA	5.494	0
IV	6833442	0	NA	NA	NA	NA	5.494	0
IV	6833521	0	NA	NA	NA	NA	5.494	0
IV	6835704	0	NA	NA	NA	NA	5.494	0
IV	6848076	0	NA	NA	NA	NA	5.494	0
IV	6848168	0.109277	NA	NA	NA	NA	5.494	0
IV	6848169	0.109277	NA	NA	NA	NA	5.494	0
IV	6851885	0	NA	NA	NA	NA	5.494	0
IV	6851903	0	NA	NA	NA	NA	5.494	0
IV	6851949	0.125975	NA	NA	NA	NA	5.494	0
IV	6854088	0	NA	NA	NA	NA	5.494	0
IV	6854878	0.125975	NA	NA	NA	NA	5.494	0
IV	6859678	0.145706	NA	NA	NA	NA	5.494	0
IV	6859883	0.145706	NA	NA	NA	NA	5.494	0
IV	6864037	0	NA	NA	NA	NA	5.494	0
IV	6868018	0	NA	NA	NA	NA	5.494	0
IV	6877350	0	NA	NA	NA	NA	5.494	0
IV	6877420	0	NA	NA	NA	NA	5.494	0
IV	6877696	0	NA	NA	NA	NA	5.494	0
IV	6877704	0	NA	NA	NA	NA	5.494	0
IV	6877791	0	NA	NA	NA	NA	5.494	0
IV	6877836	0	NA	NA	NA	NA	5.494	0
IV	6878209	0	NA	NA	NA	NA	5.494	0
IV	6878247	0	NA	NA	NA	NA	5.494	0
IV	6878305	0	NA	NA	NA	NA	5.494	0
IV	6883937	0	NA	NA	NA	NA	5.494	0
IV	6893094	0	NA	NA	NA	NA	5.494	0
IV	6893135	0	NA	NA	NA	NA	5.494	0
IV	6913096	0	NA	NA	NA	NA	5.494	0
IV	6918821	0	NA	NA	NA	NA	5.494	0
IV	6920393	0	NA	NA	NA	NA	5.494	0
IV	6927225	0	NA	NA	NA	NA	5.494	0
IV	6927280	0.145706	NA	NA	NA	NA	5.494	0
IV	6927294	0	NA	NA	NA	NA	5.494	0
IV	6936898	0	NA	NA	NA	NA	5.494	0
IV	6952512	0	NA	NA	NA	NA	5.494	0
IV	6953320	0.122522	NA	NA	NA	NA	5.494	0
IV	6954153	0	NA	NA	NA	NA	5.494	0
IV	6954186	0.547518	NA	NA	NA	NA	5.494	0
IV	6957997	0	NA	NA	NA	NA	5.494	0
IV	6967005	0.350423	NA	NA	NA	NA	5.494	0
IV	6968233	0	NA	NA	NA	NA	5.494	0
IV	6999549	0	NA	NA	NA	NA	5.494	0
IV	6999557	0.145706	NA	NA	NA	NA	5.494	0
IV	7005173	0	NA	NA	NA	NA	5.494	0
IV	7005283	0	NA	NA	NA	NA	5.494	0
IV	7014058	0	NA	NA	NA	NA	5.494	0
IV	7014519	0	NA	NA	NA	NA	5.494	0
IV	7016150	0.015018	NA	NA	NA	NA	5.494	0
IV	7023663	0	NA	NA	NA	NA	5.494	0
IV	7031849	0	NA	NA	NA	NA	5.494	0
IV	7033432	0	NA	NA	NA	NA	5.494	0
IV	7034639	0	NA	NA	NA	NA	5.494	0
IV	7041382	0	NA	NA	NA	NA	5.494	0
IV	7047298	0.193672	NA	NA	NA	NA	5.494	0
IV	7052367	0	NA	NA	NA	NA	5.494	0
IV	7066877	0	NA	NA	NA	NA	5.494	0
IV	7072285	0	NA	NA	NA	NA	5.494	0
IV	7079208	0	NA	NA	NA	NA	5.494	0
IV	7079488	0	NA	NA	NA	NA	5.494	0
IV	7079615	0	NA	NA	NA	NA	5.494	0
IV	7104052	0	NA	NA	NA	NA	5.494	0
IV	7116787	0	NA	NA	NA	NA	5.494	0
IV	7119856	0.139369	NA	NA	NA	NA	5.494	0
IV	7119880	0	NA	NA	NA	NA	5.494	0
IV	7126986	0	NA	NA	NA	NA	5.494	0
IV	7130040	0	NA	NA	NA	NA	5.494	0
IV	7130074	0	NA	NA	NA	NA	5.494	0
IV	7133333	0.139369	NA	NA	NA	NA	5.494	0
IV	7135454	0	NA	NA	NA	NA	5.494	0
IV	7144764	0	NA	NA	NA	NA	5.494	0
IV	7147514	0.320937	NA	NA	NA	NA	5.494	0
IV	7147657	0	NA	NA	NA	NA	5.494	0
IV	7157461	0	NA	NA	NA	NA	5.494	0
IV	7166840	0.193672	NA	NA	NA	NA	5.494	0
IV	7166851	0	NA	NA	NA	NA	5.494	0
IV	7166888	0.115307	NA	NA	NA	NA	5.494	0
IV	7179379	0	NA	NA	NA	NA	5.494	0
IV	7181775	0	NA	NA	NA	NA	5.494	0
IV	7182547	0.115307	NA	NA	NA	NA	5.494	0
IV	7190723	0	NA	NA	NA	NA	5.494	0
IV	7190851	0	NA	NA	NA	NA	5.494	0
IV	7192234	0	NA	NA	NA	NA	5.494	0
IV	7194577	0.193672	NA	NA	NA	NA	5.494	0
IV	7199163	0	NA	NA	NA	NA	5.494	0
IV	7199277	0	NA	NA	NA	NA	5.494	0
IV	7203834	0	NA	NA	NA	NA	5.494	0
IV	7203861	0.263308	NA	NA	NA	NA	5.494	0
IV	7209526	0	NA	NA	NA	NA	5.494	0
IV	7215809	0	NA	NA	NA	NA	5.494	0
IV	7223389	0	NA	NA	NA	NA	5.494	0
IV	7227434	0	NA	NA	NA	NA	5.494	0
IV	7230886	0	NA	NA	NA	NA	5.494	0
IV	7234431	0.158847	NA	NA	NA	NA	5.494	0
IV	7234506	0	NA	NA	NA	NA	5.494	0
IV	7235091	0	NA	NA	NA	NA	5.494	0
IV	7237351	0	NA	NA	NA	NA	5.494	0
IV	7237394	0	NA	NA	NA	NA	5.494	0
IV	7241360	0	NA	NA	NA	NA	5.494	0
IV	7241488	0	NA	NA	NA	NA	5.494	0
IV	7244937	0	NA	NA	NA	NA	5.494	0
IV	7253540	0.139369	NA	NA	NA	NA	5.494	0
IV	7255002	0	NA	NA	NA	NA	5.494	0
IV	7261475	0	NA	NA	NA	NA	5.494	0
IV	7261518	0	NA	NA	NA	NA	5.494	0
IV	7261571	0	NA	NA	NA	NA	5.494	0
IV	7263979	0	NA	NA	NA	NA	5.494	0
IV	7267825	0	NA	NA	NA	NA	5.494	0
IV	7273013	0	NA	NA	NA	NA	5.494	0
IV	7273035	0	NA	NA	NA	NA	5.494	0
IV	7273037	0	NA	NA	NA	NA	5.494	0
IV	7273087	0	NA	NA	NA	NA	5.494	0
IV	7293604	0	NA	NA	NA	NA	5.494	0
IV	7303099	0.13802	NA	NA	NA	NA	5.494	0
IV	7303106	0	NA	NA	NA	NA	5.494	0
IV	7303193	0.13802	NA	NA	NA	NA	5.494	0
IV	7305277	0	NA	NA	NA	NA	5.494	0
IV	7306069	0	NA	NA	NA	NA	5.494	0
IV	7306101	0	NA	NA	NA	NA	5.494	0
IV	7306103	0	NA	NA	NA	NA	5.494	0
IV	7314396	0	NA	NA	NA	NA	5.494	0
IV	7326663	0	NA	NA	NA	NA	5.494	0
IV	7329761	0	NA	NA	NA	NA	5.494	0
IV	7329763	0	NA	NA	NA	NA	5.494	0
IV	7337223	0	NA	NA	NA	NA	5.494	0
IV	7339795	0	NA	NA	NA	NA	5.494	0
IV	7339796	0.491349	NA	NA	NA	NA	5.494	0
IV	7341712	0.320937	NA	NA	NA	NA	5.494	0
IV	7341717	0	NA	NA	NA	NA	5.494	0
IV	7346780	0	NA	NA	NA	NA	5.494	0
IV	7352854	0	NA	NA	NA	NA	5.494	0
IV	7352867	0	NA	NA	NA	NA	5.494	0
IV	7352912	0	NA	NA	NA	NA	5.494	0
IV	7403533	0.027181	NA	NA	NA	NA	5.494	0
IV	7403809	0.009969	NA	NA	NA	NA	5.494	0
IV	7432742	0	NA	NA	NA	NA	5.494	0
IV	7433304	0	NA	NA	NA	NA	5.494	0
IV	7435357	0	NA	NA	NA	NA	5.494	0
IV	7446208	0.193672	NA	NA	NA	NA	5.494	0
IV	7446861	0	NA	NA	NA	NA	5.494	0
IV	7448486	0	NA	NA	NA	NA	5.494	0
IV	7448563	0.027181	NA	NA	NA	NA	5.494	0
IV	7452860	0	NA	NA	NA	NA	5.494	0
IV	7453159	0.380597	NA	NA	NA	NA	5.494	0
IV	7453374	0	NA	NA	NA	NA	5.494	0
IV	7453418	0	NA	NA	NA	NA	5.494	0
IV	7453941	0	NA	NA	NA	NA	5.494	0
IV	7453961	0.242906	NA	NA	NA	NA	5.494	0
IV	7454950	0	NA	NA	NA	NA	5.494	0
IV	7455013	0	NA	NA	NA	NA	5.494	0
IV	7455042	0	NA	NA	NA	NA	5.494	0
IV	7455069	0	NA	NA	NA	NA	5.494	0
IV	7462382	0	NA	NA	NA	NA	5.494	0
IV	7462414	0.158847	NA	NA	NA	NA	5.494	0
IV	7462424	0	NA	NA	NA	NA	5.494	0
IV	7468581	0	NA	NA	NA	NA	5.494	0
IV	7468583	0	NA	NA	NA	NA	5.494	0
IV	7470150	0	NA	NA	NA	NA	5.494	0
IV	7470239	0	NA	NA	NA	NA	5.494	0
IV	7474603	0.120017	NA	NA	NA	NA	5.494	0
IV	7492884	0	NA	NA	NA	NA	5.494	0
IV	7492924	0.29263	NA	NA	NA	NA	5.494	0
IV	7495276	0.158847	NA	NA	NA	NA	5.494	0
IV	7495369	0	NA	NA	NA	NA	5.494	0
IV	7500946	0	NA	NA	NA	NA	5.494	0
IV	7500957	0	NA	NA	NA	NA	5.494	0
IV	7501702	0.158847	NA	NA	NA	NA	5.494	0
IV	7501718	0.29263	NA	NA	NA	NA	5.494	0
IV	7506536	0.158847	NA	NA	NA	NA	5.494	0
IV	7511133	0	NA	NA	NA	NA	5.494	0
IV	7531654	0	NA	NA	NA	NA	5.494	0
IV	7531671	0	NA	NA	NA	NA	5.494	0
IV	7531774	0	NA	NA	NA	NA	5.494	0
IV	7537125	0	NA	NA	NA	NA	5.494	0
IV	7542875	0	NA	NA	NA	NA	5.494	0
IV	7545277	0	NA	NA	NA	NA	5.494	0
IV	7547433	0	NA	NA	NA	NA	5.494	0
IV	7547438	0	NA	NA	NA	NA	5.494	0
IV	7547463	0	NA	NA	NA	NA	5.494	0
IV	7548462	0.53691	NA	NA	NA	NA	5.494	0
IV	7548606	0	NA	NA	NA	NA	5.494	0
IV	7549515	0	NA	NA	NA	NA	5.494	0
IV	7549517	0	NA	NA	NA	NA	5.494	0
IV	7616629	0	NA	NA	NA	NA	5.494	0
IV	7618488	0	NA	NA	NA	NA	5.494	0
IV	7618546	0	NA	NA	NA	NA	5.494	0
IV	7637091	0	NA	NA	NA	NA	5.494	0
IV	7637131	0.193672	NA	NA	NA	NA	5.494	0
IV	7637527	0	NA	NA	NA	NA	5.494	0
IV	7645094	0	NA	NA	NA	NA	5.494	0
IV	7655828	0	NA	NA	NA	NA	5.494	0
IV	7655908	0	NA	NA	NA	NA	5.494	0
IV	7655909	0	NA	NA	NA	NA	5.494	0
IV	7655911	0	NA	NA	NA	NA	5.494	0
IV	7655912	0	NA	NA	NA	NA	5.494	0
IV	7657538	0.193672	NA	NA	NA	NA	5.494	0
IV	7657539	0	NA	NA	NA	NA	5.494	0
IV	7658515	0	NA	NA	NA	NA	5.494	0
IV	7674697	0	NA	NA	NA	NA	5.494	0
IV	7696953	0	NA	NA	NA	NA	5.494	0
IV	7698089	0.304651	NA	NA	NA	NA	5.494	0
IV	7700050	0.163911	NA	NA	NA	NA	5.494	0
IV	7706009	0	NA	NA	NA	NA	5.494	0
IV	7707158	0.178753	NA	NA	NA	NA	5.494	0
IV	7707251	0	NA	NA	NA	NA	5.494	0
IV	7710419	0	NA	NA	NA	NA	5.494	0
IV	7712928	0	NA	NA	NA	NA	5.494	0
IV	7712929	0	NA	NA	NA	NA	5.494	0
IV	7714737	0	NA	NA	NA	NA	5.494	0
IV	7719413	0	NA	NA	NA	NA	5.494	0
IV	7732496	0.618661	NA	NA	NA	NA	5.494	0
IV	7740672	0.618661	NA	NA	NA	NA	5.494	0
IV	7741073	0	NA	NA	NA	NA	5.494	0
IV	7742352	0	NA	NA	NA	NA	5.494	0
IV	7743245	0.177264	NA	NA	NA	NA	5.494	0
IV	7743310	0.618661	NA	NA	NA	NA	5.494	0
IV	7743467	0	NA	NA	NA	NA	5.494	0
IV	7747614	0	NA	NA	NA	NA	5.494	0
IV	7754309	0	NA	NA	NA	NA	5.494	0
IV	7765427	0	NA	NA	NA	NA	5.494	0
IV	7767669	0.033561	NA	NA	NA	NA	5.494	0
IV	7770965	0	NA	NA	NA	NA	5.494	0
IV	7771598	0	NA	NA	NA	NA	5.494	0
IV	7774091	0	NA	NA	NA	NA	5.494	0
IV	7779984	0	NA	NA	NA	NA	5.494	0
IV	7780011	0	NA	NA	NA	NA	5.494	0
IV	7781886	0	NA	NA	NA	NA	5.494	0
IV	7785962	0	NA	NA	NA	NA	5.494	0
IV	7788746	0	NA	NA	NA	NA	5.494	0
IV	7788840	0	NA	NA	NA	NA	5.494	0
IV	7791537	0	NA	NA	NA	NA	5.494	0
IV	7798451	0.193672	NA	NA	NA	NA	5.494	0
IV	7798538	0	NA	NA	NA	NA	5.494	0
IV	7811403	0	NA	NA	NA	NA	5.494	0
IV	7811457	0	NA	NA	NA	NA	5.494	0
IV	7818460	0	NA	NA	NA	NA	5.494	0
IV	7818571	0	NA	NA	NA	NA	5.494	0
IV	7820839	0	NA	NA	NA	NA	5.494	0
IV	7825873	0	NA	NA	NA	NA	5.494	0
IV	7827630	0.033561	NA	NA	NA	NA	5.494	0
IV	7836427	0	NA	NA	NA	NA	5.494	0
IV	7841273	0	NA	NA	NA	NA	5.494	0
IV	7842488	0	NA	NA	NA	NA	5.494	0
IV	7842834	0	NA	NA	NA	NA	5.494	0
IV	7842844	0	NA	NA	NA	NA	5.494	0
IV	7842910	0	NA	NA	NA	NA	5.494	0
IV	7845482	0	NA	NA	NA	NA	5.494	0
