chromosome	clone	start	end	strain
X	WRMHS1K16	9252259	9286496	CB4856
X	WRMHS7H24	9256253	9286285	CB4856
X	WRMHS14K01	9261468	9293712	CB4856
X	WRMHS20N10	9266717	9303705	CB4856
X	WRMHS12P03	9276257	9307470	CB4856
X	WRMHS2H18	9329900	9362382	CB4856
X	WRMHS4N03	9332085	9368322	CB4856
X	WRMHS33J11	9352739	9384822	CB4856
X	WRMHS25K16	9352924	9383880	CB4856
X	WRMHS16I18	9355626	9397877	CB4856
X	WRMHS40C10	9361024	9395947	CB4856
X	WRMHS37M06	9383402	9420907	CB4856
X	WRMHS8A08	9384585	9427354	CB4856
X	WRMHS28N21	9390283	9419764	CB4856
X	WRMHS22F17	9420047	9451106	CB4856
X	WRMHS40K09	9427555	9451085	CB4856
X	WRMHS2G09	9440175	9470018	CB4856
X	WRMHS38B07	9444472	9479511	CB4856
X	WRMHS22D09	9445409	9485070	CB4856
X	WRMHS34K18	9449886	9480760	CB4856
X	WRMHS15D21	9464456	9494085	CB4856
X	WRMHS20M12	9468672	9508593	CB4856
X	WRMHS37L15	9478606	9513234	CB4856
X	WRMHS17P15	9502497	9535304	CB4856
X	WRMHS14P12	9521846	9556721	CB4856
X	WRMHS27D21	9538747	9567436	CB4856
X	WRMHS40C14	9540052	9573503	CB4856
X	WRMHS24F23	9545693	9580445	CB4856
X	WRMHS28H20	9557759	9591599	CB4856
X	WRMHS18K17	9564136	9596951	CB4856
X	WRMHS40G19	9568696	9599839	CB4856
X	WRMHS13D06	9599601	9639307	CB4856
X	WRMHS14G13	9603467	9642991	CB4856
X	WRMHS8G19	9607377	9639879	CB4856
X	WRMHS18N07	9609250	9646051	CB4856
X	WRMHS29A14	9609550	9642122	CB4856
X	WRMHS11L21	9623502	9651089	CB4856
X	WRMHS38B22	9645920	9679203	CB4856
X	WRMHS35K06	9648365	9683676	CB4856
X	WRMHS28C03	9674388	9706359	CB4856
X	WRMHS23B13	9674796	9708757	CB4856
X	WRMHS25K03	9685575	9716951	CB4856
X	WRMHS17K03	9686698	9722225	CB4856
X	WRMHS16N13	9687376	9729652	CB4856
X	WRMHS33H22	9693411	9733359	CB4856
X	WRMHS9A19	9705362	9739309	CB4856
X	WRMHS9A11	9710861	9743603	CB4856
X	WRMHS18I23	9719269	9757157	CB4856
X	WRMHS35D07	9719354	9756192	CB4856
X	WRMHS30L12	9721066	9747177	CB4856
X	WRMHS6J07	9728235	9769196	CB4856
X	WRMHS8L23	9729843	9767636	CB4856
X	WRMHS17E02	9732142	9762326	CB4856
X	WRMHS5E22	9736622	9772075	CB4856
X	WRMHS21I20	9741105	9775477	CB4856
X	WRMHS32D24	9744781	9778558	CB4856
X	WRMHS9B13	9753477	9793212	CB4856
X	WRMHS39G03	9755162	9788097	CB4856
X	WRMHS18M07	9767177	9799641	CB4856
X	WRMHS35A06	9768920	9804066	CB4856
X	WRMHS22H12	9769403	9801418	CB4856
X	WRMHS39A14	9772395	9803631	CB4856
X	WRMHS8J16	9794121	9823482	CB4856
X	WRMHS6C16	9800562	9830302	CB4856
X	WRMHS5F23	9810372	9850301	CB4856
X	WRMHS36F22	9814603	9854895	CB4856
X	WRMHS18G20	9816000	9852526	CB4856
X	WRMHS3E11	9818961	9854266	CB4856
X	WRMHS23M03	9825334	9852795	CB4856
X	WRMHS31D21	9826841	9858993	CB4856
X	WRMHS11F14	9832878	9860724	CB4856
X	WRMHS14I02	9835560	9869311	CB4856
X	WRMHS9B02	9836764	9871733	CB4856
X	WRMHS21A20	9840117	9875224	CB4856
X	WRMHS23O02	9843760	9880803	CB4856
X	WRMHS26P04	9846442	9882917	CB4856
X	WRMHS5N19	9864623	9902135	CB4856
X	WRMHS14A11	9871649	9908088	CB4856
X	WRMHS37J10	9876567	9910352	CB4856
X	WRMHS34I03	9876950	9911676	CB4856
X	WRMHS24K12	9880126	9912446	CB4856
X	WRMHS1D20	9881445	9915187	CB4856
X	WRMHS25F10	9885002	9917719	CB4856
X	WRMHS16G10	9898578	9931393	CB4856
X	WRMHS16B05	9910459	9946906	CB4856
X	WRMHS18F06	9913984	9945299	CB4856
X	WRMHS1L18	9918066	9952053	CB4856
X	WRMHS18F19	9918977	9952540	CB4856
X	WRMHS4C24	9921544	9955248	CB4856
X	WRMHS34C23	9923330	9960983	CB4856
X	WRMHS15G11	9924756	9964897	CB4856
X	WRMHS32B06	9930351	9969936	CB4856
X	WRMHS2I06	9931612	9965229	CB4856
X	WRMHS24D04	9931960	9966360	CB4856
X	WRMHS21P12	9939642	9975454	CB4856
X	WRMHS3E20	9942628	9979560	CB4856
X	WRMHS34L23	9943540	9975795	CB4856
X	WRMHS25P12	9948977	9986567	CB4856
X	WRMHS35C12	9964377	9997257	CB4856
X	WRMHS18F04	9983586	10019628	CB4856
X	WRMHS22D23	9986319	10020710	CB4856
X	WRMHS40K03	9986781	10020747	CB4856
X	WRMHS30C02	9991612	10020797	CB4856
X	WRMHS31G03	10027085	10062360	CB4856
X	WRMHS33D23	10027938	10055715	CB4856
X	WRMHS37M14	10032576	10066986	CB4856
X	WRMHS27G19	10032692	10065405	CB4856
X	WRMHS22B02	10045081	10086468	CB4856
X	WRMHS24C02	10048689	10078805	CB4856
X	WRMHS22P18	10054002	10092186	CB4856
X	WRMHS24P11	10058154	10094104	CB4856
X	WRMHS25O17	10062056	10093618	CB4856
X	WRMHS22K06	10065176	10102528	CB4856
X	WRMHS2K09	10071479	10107002	CB4856
X	WRMHS8J07	10075182	10114151	CB4856
X	WRMHS14F18	10077487	10111409	CB4856
X	WRMHS3N12	10081059	10113350	CB4856
X	WRMHS24L21	10083843	10121904	CB4856
X	WRMHS15P09	10091445	10125974	CB4856
X	WRMHS16J03	10091977	10123774	CB4856
X	WRMHS40O24	10101060	10140538	CB4856
X	WRMHS2O23	10109089	10144545	CB4856
X	WRMHS36J02	10109345	10140649	CB4856
X	WRMHS11M17	10111595	10149053	CB4856
X	WRMHS8A06	10114723	10156879	CB4856
X	WRMHS21H09	10116770	10152266	CB4856
X	WRMHS23F06	10123416	10153922	CB4856
X	WRMHS9I07	10124435	10159421	CB4856
X	WRMHS10D05	10134126	10170769	CB4856
X	WRMHS9E19	10135913	10165140	CB4856
X	WRMHS21M16	10145542	10182060	CB4856
X	WRMHS6B17	10163845	10195935	CB4856
X	WRMHS22N08	10172696	10208315	CB4856
X	WRMHS35C07	10181997	10217264	CB4856
X	WRMHS40O10	10181997	10217264	CB4856
X	WRMHS32M04	10191205	10225260	CB4856
X	WRMHS34B04	10199975	10240789	CB4856
X	WRMHS18L18	10218482	10252192	CB4856
X	WRMHS10H07	10218904	10260427	CB4856
X	WRMHS24L02	10235207	10273518	CB4856
X	WRMHS13J07	10254515	10285817	CB4856
X	WRMHS3J07	10260196	10291545	CB4856
X	WRMHS15O08	10263317	10296842	CB4856
X	WRMHS21H06	10274131	10310595	CB4856
X	WRMHS26G21	10303172	10335654	CB4856
X	WRMHS31O15	10314520	10349848	CB4856
X	WRMHS29L12	10319562	10354789	CB4856
X	WRMHS29E08	10321858	10358795	CB4856
X	WRMHS32E01	10326217	10368352	CB4856
X	WRMHS31F24	10326258	10356658	CB4856
X	WRMHS8D10	10333479	10370645	CB4856
X	WRMHS23P21	10333633	10378232	CB4856
X	WRMHS35A08	10351742	10395740	CB4856
X	WRMHS37F21	10357983	10398099	CB4856
X	WRMHS1B23	10358711	10397309	CB4856
X	WRMHS14P01	10387135	10421266	CB4856
X	WRMHS9M24	10387468	10420462	CB4856
X	WRMHS5K23	10388788	10417720	CB4856
X	WRMHS24I18	10394638	10431196	CB4856
X	WRMHS21G01	10401319	10435876	CB4856
X	WRMHS8A24	10410770	10452241	CB4856
X	WRMHS10E15	10414413	10446100	CB4856
X	WRMHS39N15	10418787	10451226	CB4856
X	WRMHS19M07	10433120	10468579	CB4856
X	WRMHS4A14	10445388	10481301	CB4856
X	WRMHS22A05	10450094	10490701	CB4856
X	WRMHS24C01	10450866	10483693	CB4856
X	WRMHS14C03	10456253	10489658	CB4856
X	WRMHS38N06	10467553	10501912	CB4856
X	WRMHS1P02	10476349	10513786	CB4856
X	WRMHS28N08	10490137	10524963	CB4856
X	WRMHS40A05	10514276	10544558	CB4856
X	WRMHS17I15	10524060	10565497	CB4856
X	WRMHS8I20	10536094	10571745	CB4856
X	WRMHS39N24	10536764	10574428	CB4856
X	WRMHS16E13	10539569	10576498	CB4856
X	WRMHS31G02	10543277	10582005	CB4856
X	WRMHS3N09	10549025	10585240	CB4856
X	WRMHS5J05	10550303	10581772	CB4856
X	WRMHS27N24	10564485	10600146	CB4856
X	WRMHS7C24	10566486	10598581	CB4856
X	WRMHS29E13	10569735	10603249	CB4856
X	WRMHS23M20	10569773	10602740	CB4856
X	WRMHS9A04	10573089	10609816	CB4856
X	WRMHS1L04	10583943	10619868	CB4856
X	WRMHS38C15	10588675	10627690	CB4856
X	WRMHS38N02	10592647	10631141	CB4856
X	WRMHS22P10	10606143	10640038	CB4856
X	WRMHS21B16	10608119	10643702	CB4856
X	WRMHS9P03	10621654	10655400	CB4856
X	WRMHS20H22	10623869	10658230	CB4856
X	WRMHS13O17	10624655	10665952	CB4856
X	WRMHS5F21	10628369	10653424	CB4856
X	WRMHS13A19	10637666	10669619	CB4856
X	WRMHS23N15	10649148	10684524	CB4856
X	WRMHS28J19	10681435	10710295	CB4856
X	WRMHS23M10	10710345	10746112	CB4856
X	WRMHS29I11	10734871	10753465	CB4856
X	WRMHS7B10	10749526	10766136	CB4856
X	WRMHS6G07	10757422	10792548	CB4856
X	WRMHS16O11	10758820	10791203	CB4856
X	WRMHS30P09	10764700	10803108	CB4856
X	WRMHS39A13	10766647	10805129	CB4856
X	WRMHS20M15	10769260	10803395	CB4856
X	WRMHS39A22	10775932	10810525	CB4856
X	WRMHS1N13	10780447	10808182	CB4856
X	WRMHS7K07	10780642	10807158	CB4856
X	WRMHS8M13	10800246	10828650	CB4856
X	WRMHS29E06	10802880	10839034	CB4856
X	WRMHS38K01	10804084	10836731	CB4856
X	WRMHS32A09	10804585	10835750	CB4856
X	WRMHS22A21	10805225	10844775	CB4856
X	WRMHS14L01	10806754	10843280	CB4856
X	WRMHS2J07	10806920	10839102	CB4856
X	WRMHS5E16	10818755	10859194	CB4856
X	WRMHS25I13	10833148	10860786	CB4856
X	WRMHS31E16	10834012	10868767	CB4856
X	WRMHS3N04	10836822	10870367	CB4856
X	WRMHS1G15	10842235	10879355	CB4856
X	WRMHS2B10	10843699	10876958	CB4856
X	WRMHS1D14	10846653	10878985	CB4856
X	WRMHS13L13	10846828	10886874	CB4856
X	WRMHS30E02	10853013	10884443	CB4856
X	WRMHS19H10	10853614	10888320	CB4856
X	WRMHS21A13	10854617	10897029	CB4856
X	WRMHS35I20	10858973	10895761	CB4856
X	WRMHS1E20	10861065	10890878	CB4856
X	WRMHS38P16	10872730	10901270	CB4856
X	WRMHS38C24	10878982	10921573	CB4856
X	WRMHS34I23	10880973	10914726	CB4856
X	WRMHS25H08	10885069	10917869	CB4856
X	WRMHS4N21	10893133	10924616	CB4856
X	WRMHS40D07	10894866	10927874	CB4856
X	WRMHS38D20	10900537	10943591	CB4856
X	WRMHS39F02	10901134	10942887	CB4856
X	WRMHS36K10	10904960	10938958	CB4856
X	WRMHS24B23	10906047	10945946	CB4856
X	WRMHS12D23	10908567	10938679	CB4856
X	WRMHS17L24	10913010	10955336	CB4856
X	WRMHS15L13	10919150	10953577	CB4856
X	WRMHS20M23	10933246	10971003	CB4856
X	WRMHS1F04	10944868	10977547	CB4856
X	WRMHS10H02	10963493	10998534	CB4856
X	WRMHS10H04	10969691	11001663	CB4856
X	WRMHS7F15	10974396	11010302	CB4856
X	WRMHS32M16	10981560	11013714	CB4856
X	WRMHS19P15	10988527	11023156	CB4856
X	WRMHS4I19	10991111	11027739	CB4856
X	WRMHS6N20	10991526	11032565	CB4856
X	WRMHS39K20	11016402	11047187	CB4856
X	WRMHS13M12	11019481	11059963	CB4856
X	WRMHS13I21	11025301	11064630	CB4856
X	WRMHS16I23	11029138	11063911	CB4856
X	WRMHS12K06	11063892	11098870	CB4856
X	WRMHS22O19	11069951	11107809	CB4856
X	WRMHS5O17	11070670	11108251	CB4856
X	WRMHS37N03	11071940	11104216	CB4856
X	WRMHS16M06	11078572	11114970	CB4856
X	WRMHS8M01	11080627	11115654	CB4856
X	WRMHS30J08	11094620	11122061	CB4856
X	WRMHS31A14	11099219	11134815	CB4856
X	WRMHS11I24	11100165	11132260	CB4856
X	WRMHS34O05	11116200	11153435	CB4856
X	WRMHS3E18	11116371	11150743	CB4856
X	WRMHS29F17	11137555	11172566	CB4856
X	WRMHS19P04	11150550	11183895	CB4856
X	WRMHS39O19	11152424	11194697	CB4856
X	WRMHS14K11	11155436	11194414	CB4856
X	WRMHS34G16	11158284	11185734	CB4856
X	WRMHS7B15	11158920	11194418	CB4856
X	WRMHS37K14	11159519	11195448	CB4856
X	WRMHS18H20	11161671	11191978	CB4856
X	WRMHS4O04	11162900	11192134	CB4856
X	WRMHS25M24	11183885	11214553	CB4856
X	WRMHS20C03	11185421	11217838	CB4856
X	WRMHS17G06	11194777	11223816	CB4856
X	WRMHS22D18	11197010	11231662	CB4856
X	WRMHS39B01	11200615	11240220	CB4856
X	WRMHS21N20	11203274	11237746	CB4856
X	WRMHS11O10	11203544	11237924	CB4856
X	WRMHS22P02	11204756	11237002	CB4856
X	WRMHS32H17	11215526	11251431	CB4856
X	WRMHS1D24	11216600	11249307	CB4856
X	WRMHS14H04	11235979	11270551	CB4856
X	WRMHS20K08	11236032	11274057	CB4856
X	WRMHS15C24	11238174	11273632	CB4856
X	WRMHS13N03	11238199	11279466	CB4856
X	WRMHS12H19	11244477	11281073	CB4856
X	WRMHS12A08	11246555	11277668	CB4856
X	WRMHS7D14	11250139	11283861	CB4856
X	WRMHS27L10	11256013	11284366	CB4856
X	WRMHS22I16	11256186	11286886	CB4856
X	WRMHS4P23	11258260	11296974	CB4856
X	WRMHS23M21	11270872	11302920	CB4856
X	WRMHS2K19	11274697	11307670	CB4856
X	WRMHS33E04	11297950	11329325	CB4856
X	WRMHS8C16	11313861	11341700	CB4856
X	WRMHS34E12	11317794	11360481	CB4856
X	WRMHS37K15	11324493	11360883	CB4856
X	WRMHS8P22	11325323	11362256	CB4856
X	WRMHS25G22	11328391	11365617	CB4856
X	WRMHS16F21	11335709	11372567	CB4856
X	WRMHS5L18	11336146	11367827	CB4856
X	WRMHS10D06	11340475	11371225	CB4856
X	WRMHS13F21	11351487	11387130	CB4856
X	WRMHS14J20	11351786	11388932	CB4856
X	WRMHS5G11	11355259	11388884	CB4856
X	WRMHS19J11	11357709	11394433	CB4856
X	WRMHS24P07	11365796	11397651	CB4856
X	WRMHS11C11	11374647	11405682	CB4856
X	WRMHS37E02	11383182	11422370	CB4856
X	WRMHS39M12	11384745	11417354	CB4856
X	WRMHS26K23	11386848	11419428	CB4856
X	WRMHS26B01	11403291	11431610	CB4856
X	WRMHS21H03	11407156	11440394	CB4856
X	WRMHS10H22	11407163	11438606	CB4856
X	WRMHS25E11	11413827	11443731	CB4856
X	WRMHS17M07	11414243	11443364	CB4856
X	WRMHS37J03	11426178	11443208	CB4856
X	WRMHS10J04	11446270	11484306	CB4856
X	WRMHS26K09	11453283	11480307	CB4856
X	WRMHS2K14	11453852	11486480	CB4856
X	WRMHS29P24	11455867	11490805	CB4856
X	WRMHS6K20	11463351	11498253	CB4856
X	WRMHS34C08	11468420	11503711	CB4856
X	WRMHS40K04	11471193	11513983	CB4856
X	WRMHS37P18	11476154	11509488	CB4856
X	WRMHS31F20	11486710	11519411	CB4856
X	WRMHS7L06	11491033	11524618	CB4856
X	WRMHS27K08	11493786	11525593	CB4856
X	WRMHS36D07	11498111	11533513	CB4856
X	WRMHS8J02	11498991	11531041	CB4856
X	WRMHS19C21	11501967	11538433	CB4856
X	WRMHS1F05	11507150	11542747	CB4856
X	WRMHS35K09	11514830	11545047	CB4856
X	WRMHS8C10	11515849	11553267	CB4856
X	WRMHS4M18	11524525	11555544	CB4856
X	WRMHS12M23	11533719	11571202	CB4856
X	WRMHS13H06	11543716	11579166	CB4856
X	WRMHS1G14	11546270	11582321	CB4856
X	WRMHS27G22	11554639	11590884	CB4856
X	WRMHS22M23	11563419	11599507	CB4856
X	WRMHS36B06	11565168	11595369	CB4856
X	WRMHS17N07	11569277	11601432	CB4856
X	WRMHS15G09	11573420	11616835	CB4856
X	WRMHS20N22	11583277	11620514	CB4856
X	WRMHS2B13	11584401	11621042	CB4856
X	WRMHS13N10	11593964	11626398	CB4856
X	WRMHS1G04	11600343	11637777	CB4856
X	WRMHS7A24	11601701	11638537	CB4856
X	WRMHS8G12	11613481	11648033	CB4856
X	WRMHS40N12	11613928	11657245	CB4856
X	WRMHS4N12	11616911	11654660	CB4856
X	WRMHS16L17	11619690	11659970	CB4856
X	WRMHS31B14	11619976	11647544	CB4856
X	WRMHS29K15	11626345	11663866	CB4856
X	WRMHS33O03	11637231	11671128	CB4856
X	WRMHS9F12	11647521	11688517	CB4856
X	WRMHS34A06	11654154	11697891	CB4856
X	WRMHS3P05	11654492	11689074	CB4856
X	WRMHS9L11	11656568	11692442	CB4856
X	WRMHS18F15	11657800	11685507	CB4856
X	WRMHS24M07	11660122	11699665	CB4856
X	WRMHS38O24	11661888	11694485	CB4856
X	WRMHS2G14	11675851	11712292	CB4856
X	WRMHS16D24	11680092	11720146	CB4856
X	WRMHS3D20	11684648	11718466	CB4856
X	WRMHS23N24	11693738	11727376	CB4856
X	WRMHS1O24	11700379	11731071	CB4856
X	WRMHS39K21	11706773	11739225	CB4856
X	WRMHS35L19	11723751	11754094	CB4856
X	WRMHS25A06	11729155	11764221	CB4856
X	WRMHS26A03	11729914	11764646	CB4856
X	WRMHS5I11	11738115	11770699	CB4856
X	WRMHS5P08	11738115	11772027	CB4856
X	WRMHS10K14	11740074	11772754	CB4856
X	WRMHS10P17	11742662	11779718	CB4856
X	WRMHS14D01	11749287	11782233	CB4856
X	WRMHS6J11	11788435	11810155	CB4856
X	WRMHS40P09	11794105	11829506	CB4856
X	WRMHS2N01	11797415	11833631	CB4856
X	WRMHS11G09	11805663	11838392	CB4856
X	WRMHS20G07	11813483	11856957	CB4856
X	WRMHS32H15	11814017	11850819	CB4856
X	WRMHS25H07	11818462	11851950	CB4856
X	WRMHS13H08	11826808	11850735	CB4856
X	WRMHS8O13	11833260	11872369	CB4856
X	WRMHS20G05	11834833	11870540	CB4856
X	WRMHS37E11	11834960	11871418	CB4856
X	WRMHS17O18	11840022	11874200	CB4856
X	WRMHS40J14	11849471	11884198	CB4856
X	WRMHS1M16	11860089	11888016	CB4856
X	WRMHS16L06	11887036	11916515	CB4856
X	WRMHS1J18	11894880	11929987	CB4856
X	WRMHS29P19	11895111	11932526	CB4856
X	WRMHS20F13	11900729	11932189	CB4856
X	WRMHS14J02	11905307	11932799	CB4856
X	WRMHS34K08	11906304	11939713	CB4856
X	WRMHS29K14	11906368	11941011	CB4856
X	WRMHS28F12	11907398	11938730	CB4856
X	WRMHS24J12	11908680	11945220	CB4856
X	WRMHS19E11	11913584	11957435	CB4856
X	WRMHS14I22	11917241	11958848	CB4856
X	WRMHS16H08	11935347	11972794	CB4856
X	WRMHS34G22	11958755	11994631	CB4856
X	WRMHS2L02	11963398	11994567	CB4856
X	WRMHS16F17	11965965	11997688	CB4856
X	WRMHS11P15	11966248	11996610	CB4856
X	WRMHS10O23	11971908	12003407	CB4856
X	WRMHS33O04	11984269	12016685	CB4856
X	WRMHS18A23	11984555	12018621	CB4856
X	WRMHS16C11	11990138	12030169	CB4856
X	WRMHS31I11	11999218	12035553	CB4856
X	WRMHS19J23	12010246	12047120	CB4856
X	WRMHS22P22	12013132	12046844	CB4856
X	WRMHS32K17	12017879	12047893	CB4856
X	WRMHS18C23	12019989	12053270	CB4856
X	WRMHS25M13	12026954	12064671	CB4856
X	WRMHS38G19	12029743	12061474	CB4856
X	WRMHS4D13	12051923	12079535	CB4856
X	WRMHS15L07	12057503	12096802	CB4856
X	WRMHS20G11	12077765	12113409	CB4856
X	WRMHS2M16	12079543	12114947	CB4856
X	WRMHS31M07	12082668	12118010	CB4856
X	WRMHS21A01	12087432	12119792	CB4856
X	WRMHS18G08	12102644	12143334	CB4856
X	WRMHS16L18	12104193	12138101	CB4856
X	WRMHS5I16	12112901	12147785	CB4856
X	WRMHS24O12	12114751	12152324	CB4856
X	WRMHS1C15	12126313	12156433	CB4856
X	WRMHS36A13	12139457	12177986	CB4856
X	WRMHS15H11	12139477	12175309	CB4856
X	WRMHS30A20	12146821	12176704	CB4856
X	WRMHS25J18	12156469	12187522	CB4856
X	WRMHS17G01	12167838	12206713	CB4856
X	WRMHS16M24	12190371	12221202	CB4856
X	WRMHS10M14	12192084	12231535	CB4856
X	WRMHS22F10	12200973	12233891	CB4856
X	WRMHS8I23	12213985	12247578	CB4856
X	WRMHS7G14	12223684	12259395	CB4856
X	WRMHS27B18	12230356	12272721	CB4856
X	WRMHS6I09	12240395	12271811	CB4856
X	WRMHS23J24	12240445	12274251	CB4856
X	WRMHS2F04	12240542	12274168	CB4856
X	WRMHS34J01	12240930	12275866	CB4856
X	WRMHS23F04	12250049	12278746	CB4856
X	WRMHS15O17	12250454	12279753	CB4856
X	WRMHS23H12	12282411	12320835	CB4856
X	WRMHS17N08	12296992	12336391	CB4856
X	WRMHS25J15	12302361	12335599	CB4856
X	WRMHS36K18	12309376	12343523	CB4856
X	WRMHS13M10	12321505	12354519	CB4856
X	WRMHS4H14	12328728	12354425	CB4856
X	WRMHS16A10	12333679	12354519	CB4856
X	WRMHS28F01	12351850	12370042	CB4856
X	WRMHS16A07	12353506	12376883	CB4856
X	WRMHS19P24	12372590	12411495	CB4856
X	WRMHS28D24	12374657	12408495	CB4856
X	WRMHS39B02	12384363	12422689	CB4856
X	WRMHS21C09	12392369	12433728	CB4856
X	WRMHS15L06	12401726	12435602	CB4856
X	WRMHS22F24	12414631	12445620	CB4856
X	WRMHS23C01	12420156	12459864	CB4856
X	WRMHS24B04	12426382	12471657	CB4856
X	WRMHS2I20	12428019	12462109	CB4856
X	WRMHS21H24	12433894	12462324	CB4856
X	WRMHS15B20	12453956	12496043	CB4856
X	WRMHS17G08	12454031	12488518	CB4856
X	WRMHS40D03	12454797	12486800	CB4856
X	WRMHS31H16	12456279	12499256	CB4856
X	WRMHS31D04	12468316	12505335	CB4856
X	WRMHS25O11	12474238	12501372	CB4856
X	WRMHS9P08	12490498	12518206	CB4856
X	WRMHS32B07	12492333	12522470	CB4856
X	WRMHS11H18	12505397	12539074	CB4856
X	WRMHS36G09	12505397	12539703	CB4856
X	WRMHS25I09	12513810	12544673	CB4856
X	WRMHS34D17	12521650	12554186	CB4856
X	WRMHS38A10	12522745	12558043	CB4856
X	WRMHS9C05	12523585	12555982	CB4856
X	WRMHS23I03	12524136	12559532	CB4856
X	WRMHS26C13	12528028	12560514	CB4856
X	WRMHS3O22	12529430	12556654	CB4856
X	WRMHS39F14	12533058	12572674	CB4856
X	WRMHS34H04	12533314	12570253	CB4856
X	WRMHS23J06	12547163	12581655	CB4856
X	WRMHS17I23	12548517	12586029	CB4856
X	WRMHS18G14	12553970	12595233	CB4856
X	WRMHS33D03	12554066	12586038	CB4856
X	WRMHS28C23	12556426	12594361	CB4856
X	WRMHS2O12	12559513	12591918	CB4856
X	WRMHS6D18	12588476	12626057	CB4856
X	WRMHS39D04	12591992	12627418	CB4856
X	WRMHS33L07	12594555	12626155	CB4856
X	WRMHS15B19	12600497	12637350	CB4856
X	WRMHS6D06	12606223	12641156	CB4856
X	WRMHS5C15	12610465	12640440	CB4856
X	WRMHS28I17	12612148	12650472	CB4856
X	WRMHS11B05	12614996	12648347	CB4856
X	WRMHS6L15	12615225	12647174	CB4856
X	WRMHS20C21	12619676	12656642	CB4856
X	WRMHS1O03	12621475	12653439	CB4856
X	WRMHS23D23	12631747	12672841	CB4856
X	WRMHS26F15	12642937	12675978	CB4856
X	WRMHS34J14	12645214	12682391	CB4856
X	WRMHS5A06	12645479	12679397	CB4856
X	WRMHS22E11	12652045	12686460	CB4856
X	WRMHS13P01	12655144	12689298	CB4856
X	WRMHS30G23	12658002	12695919	CB4856
X	WRMHS4G21	12658716	12691595	CB4856
X	WRMHS40P01	12666616	12699159	CB4856
X	WRMHS6P17	12667474	12701603	CB4856
X	WRMHS32H22	12673064	12703409	CB4856
X	WRMHS17M22	12683700	12715156	CB4856
X	WRMHS32G01	12693110	12728485	CB4856
X	WRMHS25I21	12693633	12727251	CB4856
X	WRMHS37B19	12703534	12737840	CB4856
X	WRMHS6K16	12710056	12747636	CB4856
X	WRMHS14N17	12712418	12745846	CB4856
X	WRMHS21J15	12713917	12749517	CB4856
X	WRMHS11I05	12714083	12749700	CB4856
X	WRMHS8O10	12718491	12754008	CB4856
X	WRMHS31L21	12721869	12758804	CB4856
X	WRMHS19M17	12725790	12766356	CB4856
X	WRMHS37M12	12726915	12762569	CB4856
X	WRMHS10D10	12727872	12762053	CB4856
X	WRMHS5B16	12728961	12765974	CB4856
X	WRMHS14N01	12732514	12763648	CB4856
X	WRMHS39I09	12742080	12779950	CB4856
X	WRMHS21K08	12747345	12778823	CB4856
X	WRMHS17I14	12747535	12782286	CB4856
X	WRMHS13B09	12768194	12801066	CB4856
X	WRMHS35M08	12773103	12804580	CB4856
X	WRMHS4F09	12773762	12814842	CB4856
X	WRMHS36J23	12780186	12817460	CB4856
X	WRMHS35A11	12781250	12813683	CB4856
X	WRMHS36O18	12790928	12827574	CB4856
X	WRMHS12G18	12791093	12823674	CB4856
X	WRMHS25O10	12797342	12828481	CB4856
X	WRMHS25M21	12811403	12847579	CB4856
X	WRMHS25D17	12822440	12854539	CB4856
X	WRMHS11M21	12829841	12862900	CB4856
X	WRMHS22E14	12830825	12862012	CB4856
X	WRMHS29K05	12834804	12866951	CB4856
X	WRMHS24L19	12838516	12879330	CB4856
X	WRMHS39J09	12841979	12875749	CB4856
X	WRMHS33N01	12844021	12880389	CB4856
X	WRMHS21I03	12849829	12883654	CB4856
X	WRMHS29H07	12868634	12903298	CB4856
X	WRMHS24D01	12869609	12912211	CB4856
X	WRMHS36C06	12872305	12902802	CB4856
X	WRMHS15E22	12874788	12914111	CB4856
X	WRMHS19O15	12889217	12933153	CB4856
X	WRMHS1H05	12902372	12938786	CB4856
X	WRMHS25I14	12932388	12966946	CB4856
X	WRMHS5M03	12942134	12979721	CB4856
X	WRMHS25M17	12944113	12972775	CB4856
X	WRMHS3E14	12945074	12977189	CB4856
X	WRMHS6M19	12954642	12990990	CB4856
X	WRMHS36N02	12959064	12992364	CB4856
X	WRMHS34O15	12960463	12997113	CB4856
X	WRMHS3J03	12964784	12997417	CB4856
X	WRMHS12P12	12967425	12999166	CB4856
X	WRMHS12B08	12968467	13005462	CB4856
X	WRMHS23P19	12969043	13005583	CB4856
X	WRMHS31J21	12979373	13020987	CB4856
X	WRMHS23B07	12984242	13017093	CB4856
X	WRMHS11O13	12984296	13009274	CB4856
X	WRMHS36K11	12986025	13018233	CB4856
X	WRMHS9M08	12986612	13019949	CB4856
X	WRMHS10H06	12994758	13033095	CB4856
X	WRMHS34I13	12994812	13037055	CB4856
X	WRMHS14B07	12996480	13034823	CB4856
X	WRMHS31D14	13001782	13041896	CB4856
X	WRMHS22G09	13005848	13042385	CB4856
X	WRMHS8E19	13007770	13046417	CB4856
X	WRMHS10I23	13008967	13047365	CB4856
X	WRMHS33A17	13012570	13056125	CB4856
X	WRMHS17C07	13026273	13064300	CB4856
X	WRMHS40K12	13033602	13064889	CB4856
X	WRMHS3F22	13041102	13074989	CB4856
X	WRMHS6P06	13043837	13079691	CB4856
