Chromosome	Clone	Start	End
IV	WRM0612bB06	11954963	11990187
IV	WRM0625bB08	11957368	11993667
IV	WRM0637aA07	11959632	11992897
IV	WRM068cD02	11961225	11993155
IV	WRM0639aC01	11963244	12007535
IV	WRM0636bB05	11963974	11997965
IV	WRM064cD05	11966191	12000495
IV	WRM062bB11	11970531	12003659
IV	WRM0613dD07	11976492	12014406
IV	WRM0627cE02	11977919	12012899
IV	WRM0617cC02	11980939	12013533
IV	WRM0633cE01	11981118	12013412
IV	WRM0612cD03	11981377	12018578
IV	WRM0627bG04	11987911	12014357
IV	WRM0640aE05	12024975	12055635
IV	WRM0636dF03	12025276	12051612
IV	WRM0635bE12	12044725	12079257
IV	WRM0623aA08	12045918	12079259
IV	WRM067aA10	12051106	12084278
IV	WRM0634dB11	12051227	12088243
IV	WRM0624bH04	12052604	12084243
IV	WRM0617cH08	12055639	12086217
IV	WRM0626cF09	12056254	12087886
IV	WRM0630aE01	12075816	12111794
IV	WRM0612aD10	12085123	12119064
IV	WRM0640dC09	12086856	12123293
IV	WRM0626bC06	12094143	12126853
IV	WRM066cG02	12094554	12127443
IV	WRM0627cG03	12118279	12157019
IV	WRM0631aG10	12122091	12155336
IV	WRM0621aA05	12122534	12157742
IV	WRM0624bG03	12126931	12159233
IV	WRM0634dD09	12130650	12164481
IV	WRM0619aB06	12136394	12170540
IV	WRM0638bE11	12142366	12170659
IV	WRM063aG07	12143518	12170640
IV	WRM0612aH11	12151203	12189417
IV	WRM0612cE07	12153910	12171905
IV	WRM0615aH06	12168054	12197937
IV	WRM0624aD09	12183029	12215706
IV	WRM0610dD02	12203692	12236823
IV	WRM0637cF06	12262161	12296880
IV	WRM063aC01	12270375	12305278
IV	WRM0619bD12	12281523	12315632
IV	WRM0640aG07	12288826	12317843
IV	WRM0617dG03	12290039	12317181
IV	WRM0641bH07	12296438	12319130
IV	WRM0634cD02	12299087	12319084
IV	WRM0634cE05	12299089	12319069
IV	WRM0626bF09	12300257	12318847
IV	WRM065cD05	12323579	12352384
IV	WRM061bG12	12337896	12370268
IV	WRM0630dB08	12346179	12375420
IV	WRM0641cH06	12354261	12389996
IV	WRM066cF06	12367531	12406622
IV	WRM066aH04	12377742	12412169
IV	WRM0611cC01	12378309	12410530
IV	WRM062aB04	12381173	12417672
IV	WRM0623bG12	12383739	12417386
IV	WRM0623cA09	12383754	12415372
IV	WRM0613dB08	12384020	12413653
IV	WRM062dB01	12385393	12413349
IV	WRM068bF10	12392975	12428798
IV	WRM0614dC04	12394571	12420306
IV	WRM0631aA01	12404565	12440609
IV	WRM0618aD01	12417225	12451131
IV	WRM0624aC09	12419544	12456195
IV	WRM0611aC08	12430710	12464195
IV	WRM063aF07	12439126	12483063
IV	WRM0629bG01	12451556	12489906
IV	WRM0618dD09	12453818	12487790
IV	WRM0632cA08	12456080	12490084
IV	WRM065bF11	12462476	12497045
IV	WRM0620bD10	12468704	12503719
IV	WRM0617aG11	12493292	12524635
IV	WRM0619dC08	12493985	12527264
IV	WRM065dD04	12501124	12533964
IV	WRM061cC05	12502675	12539599
IV	WRM0633cD04	12510053	12531640
IV	WRM0627aF12	12518491	12551966
IV	WRM0613bH07	12519228	12554397
IV	WRM0621bG11	12521028	12551515
IV	WRM0622bA04	12521389	12562593
IV	WRM0619aD02	12522691	12556937
IV	WRM0632bH02	12526785	12561581
IV	WRM0632aF12	12540814	12578796
IV	WRM0618bF07	12549172	12588928
IV	WRM0619bA04	12549589	12584465
IV	WRM061dC07	12550255	12586958
IV	WRM0623cD02	12559546	12596203
IV	WRM0614bD02	12569638	12604443
IV	WRM068bH03	12622204	12641293
IV	WRM064cA08	12633233	12651288
IV	WRM0623aA10	12680851	12720750
IV	WRM066bH11	12695129	12725344
IV	WRM0625cB10	12696943	12731216
IV	WRM0636cC09	12698800	12733030
IV	WRM0638cF06	12702953	12731450
IV	WRM0613dD01	12706368	12740240
IV	WRM0639bE02	12719007	12748437
IV	WRM0620dB12	12723922	12754380
IV	WRM061aB09	12730467	12758252
IV	WRM0630bD03	12730745	12759382
IV	WRM0635bD10	12735237	12770062
IV	WRM067bF06	12739184	12775281
IV	WRM069bD03	12739339	12771756
IV	WRM0627aC07	12739956	12769408
IV	WRM063bG11	12741965	12772239
IV	WRM0630aF09	12755879	12794630
IV	WRM0610dF06	12758687	12784080
IV	WRM064cG09	12759910	12793727
IV	WRM061aG08	12763798	12794432
IV	WRM0640cE04	12786454	12817336
IV	WRM0622aG07	12787354	12823360
IV	WRM068bB10	12790653	12827129
IV	WRM0626cE04	12850692	12882647
IV	WRM0613bD03	12851644	12886663
IV	WRM063cB02	12865580	12893792
IV	WRM0628dD11	12891187	12917930
IV	WRM0633cG12	12891614	12926177
IV	WRM0621aG05	12909259	12943881
IV	WRM0637aG01	12909850	12945228
IV	WRM0636bE12	12917891	12948941
IV	WRM0627dD01	12931065	12969303
IV	WRM0623aA06	12937097	12973183
IV	WRM0633bA05	12947550	12983958
IV	WRM066cB09	12952550	12985130
IV	WRM068dA09	12955443	12988598
IV	WRM0628bD11	12957817	12994201
IV	WRM062bC02	12960583	12993374
IV	WRM0624cF03	12960900	12993685
IV	WRM0623cA11	12965585	13001744
IV	WRM0612cD08	12969123	12997462
IV	WRM0624cF05	12970267	13011621
IV	WRM0611dE06	12972582	13000474
IV	WRM0610cC11	12972603	13004378
IV	WRM0620dA07	12981587	13019002
IV	WRM0619dH05	12985734	13018557
IV	WRM0635cE03	12987144	13018781
IV	WRM0635bH02	12994409	13028344
IV	WRM0625bD04	12995143	13028806
IV	WRM0612cG12	12996147	13027028
IV	WRM0624cF07	13018056	13049794
IV	WRM0636bE11	13022472	13059098
IV	WRM0632dG09	13025447	13058947
IV	WRM0625bH03	13025992	13062545
IV	WRM0620aG02	13038416	13070146
IV	WRM064aB08	13044612	13081651
IV	WRM0617dG07	13050104	13078069
IV	WRM0630dD11	13052974	13085583
IV	WRM0613bF04	13056818	13095511
IV	WRM0632aF11	13059299	13091992
IV	WRM061cB10	13063528	13097043
IV	WRM0629cG10	13067065	13100890
IV	WRM0611bG11	13071111	13099071
IV	WRM0632cF02	13073404	13098137
IV	WRM0626aF04	13075616	13109189
IV	WRM069cE10	13083240	13117759
IV	WRM0626aH09	13083501	13124898
IV	WRM065aA02	13088482	13127476
IV	WRM0639aA08	13100041	13133922
IV	WRM0617aE02	13106724	13143905
IV	WRM0629cE02	13120793	13152341
IV	WRM061cC06	13127714	13166915
IV	WRM0640cE10	13137826	13168149
IV	WRM0628cE05	13156969	13191562
IV	WRM0610cE07	13189989	13226231
IV	WRM0613cG01	13190870	13223135
IV	WRM068aH12	13200176	13228906
IV	WRM0613dC12	13203188	13230934
IV	WRM0620dC10	13206603	13242309
IV	WRM0617dA07	13234746	13265750
IV	WRM0622cD05	13316841	13349875
IV	WRM0611aC12	13323982	13357947
IV	WRM0620bF12	13541783	13581911
IV	WRM0622bB04	13546727	13583273
IV	WRM0616aH02	13558443	13592033
IV	WRM0613cG09	13560520	13592456
IV	WRM0615bH05	13565814	13598951
IV	WRM067bF05	13597234	13631006
IV	WRM069cD02	13598303	13631582
IV	WRM065bD09	13609781	13646841
IV	WRM065aG08	13613690	13650928
IV	WRM067bD01	13623405	13658574
IV	WRM067dG06	13623711	13649698
IV	WRM065cG01	13627722	13666631
IV	WRM0633dA12	13629891	13668199
IV	WRM0634dB07	13642585	13675052
IV	WRM0636aH06	13648615	13682813
IV	WRM0640aB11	13662236	13698793
IV	WRM0636cA04	13678729	13711226
IV	WRM0625dB04	13687498	13719523
IV	WRM0638cF05	13693335	13731040
IV	WRM0636bD09	13697046	13730056
IV	WRM068cF11	13701947	13735696
IV	WRM0636bF07	13717593	13757532
IV	WRM0618dC07	13753099	13788808
IV	WRM0628aF05	13762143	13793654
IV	WRM0623aE09	13763154	13799415
IV	WRM0620aG12	13808620	13840918
IV	WRM0638cG02	13842986	13876935
IV	WRM0616cC06	13850857	13886045
IV	WRM0640bD11	13853596	13887280
IV	WRM0615cE09	13954631	13988019
IV	WRM062bH10	13954702	13981825
IV	WRM067aD04	13971581	14005090
IV	WRM067bC04	13985331	14017925
IV	WRM0619dE12	13997384	14030131
IV	WRM0634bF10	14003548	14039634
IV	WRM0631dC06	14011692	14048864
IV	WRM0628aF10	14027416	14057916
IV	WRM0614cF04	14027419	14057875
IV	WRM0639bE10	14063386	14099768
IV	WRM0635dF03	14083945	14114844
IV	WRM0629cF09	14093075	14125824
IV	WRM0631aD07	14100022	14132798
IV	WRM0614bA06	14109383	14146306
IV	WRM0622aC08	14110317	14144686
IV	WRM0625cB02	14118274	14142466
IV	WRM069dG11	14133289	14161852
IV	WRM0626aC09	14147842	14180073
IV	WRM0626cF11	14171371	14205330
IV	WRM0618cE02	14176207	14211621
IV	WRM063bF11	14178853	14214483
IV	WRM0637bG07	14192208	14225943
IV	WRM065dE07	14196483	14231054
IV	WRM0636cD04	14200246	14234922
IV	WRM066cH11	14202810	14237601
IV	WRM0624aD02	14205169	14236316
IV	WRM0624dB11	14218198	14249704
IV	WRM0622bD09	14218978	14255227
IV	WRM061dE01	14231757	14263283
IV	WRM0628dC04	14238627	14271707
IV	WRM0640cD11	14247831	14278840
IV	WRM0616aE08	14249508	14281914
IV	WRM0611cG08	14249878	14282641
IV	WRM0622cB11	14255670	14288162
IV	WRM0629aH01	14260858	14295543
IV	WRM0634bA12	14270125	14299894
IV	WRM0618cA09	14271137	14307675
IV	WRM0610dE08	14294365	14326492
IV	WRM0633dD11	14320725	14358005
IV	WRM0624aD06	14360458	14389956
IV	WRM0621aH05	14376150	14409199
IV	WRM0610aG11	14417267	14454991
IV	WRM0622dH07	14423324	14456493
IV	WRM0629bD03	14473031	14503607
IV	WRM0613aE08	14501725	14537143
IV	WRM0638cE12	14513854	14548675
IV	WRM0616dD10	14519748	14551115
IV	WRM0616aA10	14522288	14558363
IV	WRM0620cH03	14537246	14570359
IV	WRM0613aA05	14542689	14579261
IV	WRM0612aA02	14581167	14614890
IV	WRM0617cD09	14589479	14621403
IV	WRM0632cG06	14594249	14629319
IV	WRM062dC10	14600449	14630730
IV	WRM0631dH06	14612224	14644986
IV	WRM0623cD12	14623668	14661945
IV	WRM0625cB11	14641193	14673735
IV	WRM0617bD03	14660980	14694170
IV	WRM0620bA12	14711933	14737946
IV	WRM068bA10	14735678	14766179
IV	WRM0622aD06	14736597	14771702
IV	WRM0619aA07	14739790	14771805
IV	WRM063cB01	14742454	14777112
IV	WRM0625cC10	14781893	14822041
IV	WRM0620bC02	14788009	14823780
IV	WRM0621bH07	14799300	14825558
IV	WRM0629dF03	14812763	14848326
IV	WRM0626cH10	14817462	14851983
IV	WRM062cD10	14824308	14856018
IV	WRM0618dC06	14837897	14872482
IV	WRM0617bF06	14851158	14882666
IV	WRM0628aH09	14853376	14888826
IV	WRM0619cE05	14854302	14885602
IV	WRM0617dG08	14889571	14923313
IV	WRM066cF03	14889917	14920174
IV	WRM061bG05	14894422	14927091
IV	WRM0612aB02	14896373	14930813
IV	WRM0637cB12	14906170	14941907
IV	WRM0612aC11	14908653	14941653
IV	WRM0637dE03	14922313	14955889
IV	WRM0641aG05	14937190	14972348
IV	WRM067aB11	14973247	15008421
IV	WRM0640aD03	15051026	15077182
IV	WRM061aC02	15119887	15156113
IV	WRM063cD05	15140678	15178428
IV	WRM0632aH08	15181235	15206896
IV	WRM0634aD03	15189193	15225099
IV	WRM0641cC01	15228279	15262920
IV	WRM0633cB03	15235700	15270144
IV	WRM0615cG05	15259058	15290503
IV	WRM0626dG08	15266881	15307325
IV	WRM0613cA05	15267694	15302629
IV	WRM069aD04	15273603	15313951
IV	WRM0615cD07	15347900	15382149
IV	WRM062aG10	15376930	15415298
IV	WRM0612dB03	15491809	15524313
IV	WRM0627aG10	15518542	15555556
IV	WRM0638bC05	15530772	15570083
IV	WRM061cA03	15536877	15569996
IV	WRM0641cE09	15543981	15576800
IV	WRM0619dD02	15561621	15593248
IV	WRM066dC04	15568518	15600750
IV	WRM0615dG10	15601026	15636393
IV	WRM0639cF08	15697993	15729629
IV	WRM069aB02	15724898	15757032
IV	WRM0627dF03	15805563	15845639
IV	WRM0633dB03	15839129	15875564
IV	WRM0611dC06	15843990	15881827
IV	WRM0633cH08	15905401	15938331
IV	WRM0611aH08	15927665	15962780
IV	WRM065bD04	15948950	15984341
IV	WRM0615dA03	15954767	15991256
IV	WRM0612dA05	15961976	15997602
IV	WRM0628dG10	15963052	15994484
IV	WRM0636cH06	15980173	16018919
IV	WRM0613dE04	16009494	16036888
IV	WRM0627aG02	16045790	16078752
IV	WRM0625bD07	16108972	16141526
IV	WRM0640bE04	16127712	16161447
IV	WRM0610aE06	16138006	16170821
IV	WRM0637dB08	16179477	16210186
IV	WRM0626dE07	16190340	16226964
IV	WRM062dE10	16190984	16226469
IV	WRM0625cE03	16191973	16226996
IV	WRM0624aG08	16206509	16240573
IV	WRM0611bE12	16235056	16273285
IV	WRM0632aB12	16236109	16268947
IV	WRM0641dE08	16246294	16281297
IV	WRM067aA06	16261312	16298279
IV	WRM0637cE02	16261435	16297730
IV	WRM064aE09	16265145	16300967
IV	WRM0628cB02	16268015	16305445
IV	WRM0641bC05	16285094	16322165
IV	WRM0639bB12	16311172	16337156
IV	WRM064cH09	16327864	16361002
IV	WRM0636bE05	16328111	16365426
IV	WRM067bD11	16328570	16362693
IV	WRM061cC01	16329871	16364812
IV	WRM062dA08	16348898	16381261
IV	WRM0630bE09	16550661	16577932
IV	WRM069cB05	16570784	16603583
IV	WRM0614bA03	16589597	16626366
IV	WRM067cH10	16664973	16695421
IV	WRM0627dC06	16676826	16708443
IV	WRM065dA07	16723623	16752691
IV	WRM0633dG08	16725683	16755090
IV	WRM0637bA03	16727227	16763982
IV	WRM0625aG02	16732877	16774039
IV	WRM0618dH05	16745846	16778855
IV	WRM067bB02	16755836	16786249
IV	WRM0628aC10	16768097	16793106
IV	WRM0637cG05	16768134	16794641
IV	WRM066aA08	16872192	16908518
IV	WRM0621dF01	16897812	16930656
IV	WRM0617bD12	17023422	17054728
IV	WRM0639dA04	17142303	17180474
IV	WRM0619bH06	17153566	17188832
IV	WRM0632bD12	17157443	17191864
IV	WRM061dG06	17177978	17212025
IV	WRM0624dF06	17191473	17233522
IV	WRM0636cE07	17196188	17228036
IV	WRM0614dA01	17213521	17244608
IV	WRM065cH03	17214357	17243906
IV	WRM0634cA11	17258445	17295655
IV	WRM0630dD05	17267175	17300652
IV	WRM0613cB01	17274913	17309018
IV	WRM063bC12	17275578	17307386
IV	WRM069dH05	17277822	17307757
IV	WRM0619aA04	17277886	17319044
IV	WRM0629dG01	17283992	17318220
IV	WRM066bG02	17290089	17322585
IV	WRM0638bF02	17290802	17324744
IV	WRM0612cD04	17293976	17326523
IV	WRM0638bF01	17305001	17335531
IV	WRM0629bC01	17308233	17348378
IV	WRM064bD03	17312824	17343531
IV	WRM0624dE02	17315638	17352689
IV	WRM0617bC02	17315937	17349538
IV	WRM067cC05	17317396	17352545
IV	WRM0637cF11	17329662	17366812
IV	WRM0628dA12	17337130	17374211
IV	WRM0632cE07	17337765	17372547
IV	WRM0629dG02	17356671	17391833
IV	WRM0613aG09	17356675	17397540
IV	WRM0619bA10	17359362	17392840
IV	WRM0618bE06	17360518	17399495
IV	WRM0612aB12	17382907	17416157
IV	WRM0612bF04	17389844	17424712
IV	WRM0636cH04	17399342	17437883
IV	WRM065bF10	17406990	17441021
IV	WRM0618aD09	17417441	17455315
IV	WRM0623dH02	17421012	17454934
IV	WRM0637aE08	17423462	17462904
IV	WRM0616aD05	17427491	17460893
IV	WRM067dG02	17431273	17471081
IV	WRM069bD09	17435096	17469808
IV	WRM063aC07	17437047	17470376
IV	WRM0610bC10	17439344	17474023
V	WRM0640bF03	29023	65963
V	WRM0615aF07	31105	64573
V	WRM0622bB02	37015	75120
V	WRM0620dF11	37301	70686
V	WRM0610cG05	49294	79788
V	WRM066cE04	54282	88732
V	WRM069dA02	62766	97994
V	WRM0629cC03	103179	135341
V	WRM0641cB08	108845	133207
V	WRM0638aB09	122453	156177
V	WRM0619aE12	147987	181587
V	WRM0611bF08	223368	256790
V	WRM0641aA09	228766	262672
V	WRM0629dG05	241476	266247
V	WRM0639cE10	265965	288350
V	WRM0625dH08	266432	296316
V	WRM0628bG08	266589	299114
V	WRM061bF03	301143	331825
V	WRM0620dD07	303294	327831
V	WRM0623dF09	309972	346982
V	WRM0625aE06	312163	345630
V	WRM0625bD10	363074	394889
V	WRM0632bD06	376899	418001
V	WRM0613bB01	380106	414368
V	WRM0630cH07	386089	422373
V	WRM0622dB01	386837	422443
V	WRM0640bC05	389465	421975
V	WRM0639cC02	390805	427060
V	WRM064aC08	391814	423370
V	WRM063cH06	398004	430674
V	WRM0640cG08	414837	450496
V	WRM0625dH10	418101	450284
V	WRM0633bE10	418270	454693
V	WRM0621dE06	426381	456146
V	WRM0612aH09	448259	483131
V	WRM0638dA09	463639	499933
V	WRM0626cF07	464882	497211
V	WRM0630aB11	474984	512505
V	WRM0611bB03	487249	518901
V	WRM0631aF02	488268	520615
V	WRM0620dA01	488482	523579
V	WRM0622aE01	488880	520602
V	WRM0624aG09	489892	525213
V	WRM0638aH01	492660	524559
V	WRM0621dC01	496498	533033
V	WRM0630cC05	503498	540368
V	WRM062dA04	504284	543475
V	WRM0636bD01	506984	537588
V	WRM0638bH02	508710	542252
V	WRM0620bH01	512495	551319
V	WRM0629cD05	518561	552064
V	WRM061aC11	519023	548180
V	WRM0636cF05	523351	554367
V	WRM0620dC03	525887	560411
V	WRM0612bG02	533571	563879
V	WRM068cE10	539808	581853
V	WRM062dB09	554382	587292
V	WRM063aE10	569931	605026
V	WRM069aD12	576782	613658
V	WRM0615cD10	586840	619147
V	WRM0628aD10	588413	625864
V	WRM0622aA04	593524	629358
V	WRM062bH06	613903	645791
V	WRM0629cE08	614631	647009
V	WRM0639dH11	614985	653633
V	WRM0616dG06	623118	656238
V	WRM0619cB01	624648	658117
V	WRM0610cF07	630195	663490
V	WRM066bD03	632672	664991
V	WRM0614cE10	636247	668944
V	WRM068cF05	637505	673153
V	WRM0635cH09	640196	672504
V	WRM069dH06	641959	678671
V	WRM0613bE02	648337	684660
V	WRM0625dG04	688139	722395
V	WRM0641aB11	699446	731944
V	WRM0619dC07	710351	743790
V	WRM0610aD10	741825	776874
V	WRM0612cA09	747948	779833
V	WRM0633dB09	752109	784638
V	WRM0641dH10	760550	795277
V	WRM0636bG08	770746	804549
V	WRM063dA02	776608	805745
V	WRM0634dA07	776928	818463
V	WRM0636dG03	783563	815590
V	WRM0612cC02	788141	818924
V	WRM0620aF06	788826	824096
V	WRM0628aD09	792544	826946
V	WRM0626aG03	797654	829239
V	WRM0615cF05	799116	831674
V	WRM0629aE05	846124	879553
V	WRM0625dD04	847197	879973
V	WRM0620bD03	869741	904028
V	WRM0636cE12	889661	928728
V	WRM0615cD01	1005499	1043093
V	WRM0625bA08	1022352	1053198
V	WRM068bC08	1027078	1057784
V	WRM0640bH06	1027334	1063494
V	WRM0636aH01	1043061	1078892
V	WRM0637bG03	1047510	1085672
V	WRM0619aH11	1104389	1131515
V	WRM0613dF07	1109191	1138712
V	WRM0632aF07	1133103	1166727
V	WRM0625aC12	1145151	1178617
V	WRM0617dB08	1224077	1255230
V	WRM0638bF10	1232864	1260797
V	WRM0627aD11	1236706	1269841
V	WRM0639dD02	1250621	1279868
V	WRM063aC02	1270908	1298746
V	WRM0641cC05	1276557	1310551
V	WRM064cA01	1301863	1334338
V	WRM0619aE09	1302764	1335286
V	WRM0615dD11	1309172	1342768
V	WRM0625aF12	1318090	1341980
V	WRM0638bE04	1323251	1356007
V	WRM066aB12	1418577	1451658
V	WRM0617aF09	1419472	1449332
V	WRM0633bB06	1421935	1456486
V	WRM0620aG07	1423015	1455508
V	WRM063bE05	1426646	1466503
V	WRM0617cC09	1430557	1461864
V	WRM0616cE12	1433023	1468800
V	WRM0621bE05	1435690	1468030
V	WRM0631cG06	1436212	1471190
V	WRM0633bE06	1446633	1478614
V	WRM0613bD01	1452098	1486755
V	WRM0611bF11	1462496	1496805
V	WRM0610bB04	1466368	1501470
V	WRM0616aA02	1474321	1506733
V	WRM0641aF08	1477936	1506657
V	WRM0633bH07	1530996	1564536
V	WRM0634aE10	1537670	1572653
V	WRM0614aC07	1544922	1578605
V	WRM069dC04	1545812	1577606
V	WRM0640bE02	1579143	1605340
V	WRM0639cC06	1589671	1622887
V	WRM0625dE08	1592610	1626372
V	WRM067cC10	1611979	1638804
V	WRM069bC09	1637748	1662500
V	WRM0627bC11	1637998	1657157
V	WRM0639bD07	1674192	1708711
V	WRM066bE02	1685629	1717508
V	WRM066aE02	1690329	1721030
V	WRM066dE03	1732021	1767097
V	WRM064cB06	1736127	1769956
V	WRM066aG06	1772377	1809967
V	WRM0622bB01	1794814	1828462
V	WRM063dH10	1817223	1849767
V	WRM0622bH01	1931412	1965824
V	WRM066aF01	1934513	1971134
V	WRM0630cF10	1955503	1991437
V	WRM0638aE01	1960031	1994990
V	WRM0619aD05	1971214	2002047
V	WRM0641dA06	2004044	2041502
V	WRM0613dD02	2006174	2041256
V	WRM0615aD05	2006631	2043395
V	WRM0627cA05	2017990	2058101
V	WRM067aH08	2023962	2056575
V	WRM0624cD07	2098065	2136894
V	WRM0623aA09	2107321	2137878
V	WRM0639dE09	2114782	2148400
V	WRM063dA04	2114918	2149981
V	WRM0622bF03	2115863	2150340
V	WRM0631bG02	2140855	2177482
V	WRM062cB01	2143032	2178778
V	WRM065cE01	2154733	2190237
V	WRM062bC12	2168155	2199798
V	WRM0628aA03	2172769	2204283
V	WRM0615cE02	2197281	2231423
V	WRM0617bC05	2197440	2229195
V	WRM0629aE11	2202093	2242219
V	WRM0616dE12	2211798	2247722
V	WRM0616cH09	2228884	2257565
V	WRM0636bD06	2231876	2264202
V	WRM0612bD01	2235341	2275690
V	WRM0626dE08	2259901	2295895
V	WRM067dF02	2282485	2315222
V	WRM0628dC10	2285759	2316165
V	WRM0628cH02	2478046	2512678
V	WRM0630bA02	2488140	2522944
V	WRM0616cC04	2495530	2529154
V	WRM061cD02	2497145	2536185
V	WRM066bH08	2497945	2534698
V	WRM0618dD05	2508672	2543384
V	WRM0615dH08	2521278	2555279
V	WRM0637dG08	2544425	2579941
V	WRM0618bG04	2546092	2583152
V	WRM0636aG08	2549154	2580319
V	WRM0640dF01	2559908	2595043
V	WRM0629bB04	2560234	2594317
V	WRM0635dA06	2563943	2596123
V	WRM0637aH12	2567872	2605428
V	WRM0615dB12	2570662	2597435
V	WRM0634aG05	2590431	2623580
V	WRM0630cA11	2590576	2630197
V	WRM0634dE01	2602198	2632747
V	WRM0617bC11	2633256	2657281
V	WRM067cH09	2708997	2746677
V	WRM0637aA05	2718794	2753445
V	WRM0629cH06	2719264	2755650
V	WRM0629cA09	2721561	2759843
V	WRM0613bF03	2723016	2758744
V	WRM0640bA07	2728952	2768001
V	WRM0629bC09	2740334	2775739
V	WRM0613dC03	2752057	2791125
V	WRM069aF04	2761379	2793491
V	WRM0641dF04	2761770	2790421
V	WRM069bF10	2772842	2804497
V	WRM0631cE04	2809670	2841726
V	WRM0635bC09	2810161	2845790
V	WRM064bE05	2812624	2839018
V	WRM0634bB09	2822887	2858786
V	WRM0617dH09	2830120	2864741
V	WRM061dG11	2833036	2867504
V	WRM0618aA02	2836837	2870681
V	WRM065bC05	2840085	2875711
V	WRM0630aF08	2846885	2876280
V	WRM0627aC12	2848396	2887283
V	WRM061aH11	2851796	2883355
V	WRM0626aC04	2852475	2886250
V	WRM0639bD12	2867360	2900125
V	WRM0621aB03	2873444	2904846
V	WRM0624dF02	2883002	2916478
V	WRM062aE08	2888129	2922961
V	WRM0636aF08	2894763	2932771
V	WRM0634dD06	2896586	2933882
V	WRM0633bB01	2909643	2940846
V	WRM0634bC06	2921914	2954308
V	WRM0614cD05	2922257	2959550
V	WRM0612aH02	2924423	2957013
V	WRM0613aB10	2927073	2962078
V	WRM0610cH07	2934099	2974793
V	WRM064aB12	2935865	2971822
V	WRM0618dB06	2940223	2971255
V	WRM0633bE07	2943574	2978339
V	WRM0631cF06	2949322	2981803
V	WRM061aA07	2961810	2992746
V	WRM0640dD05	2966342	2998798
V	WRM0630bE06	2981945	3011488
V	WRM067dC02	2982150	3008795
V	WRM064aG05	2984730	3016853
V	WRM0641bC08	2991387	3024665
V	WRM0633bC07	2992444	3020097
V	WRM063dB06	2993603	3024608
V	WRM0618aE11	2998052	3027594
V	WRM0622dA04	2998472	3032672
V	WRM067aE01	3002635	3036516
V	WRM0614aB12	3008178	3042944
V	WRM0622cA02	3017966	3053897
V	WRM0623bG08	3024244	3057806
V	WRM0615aE03	3028247	3067350
V	WRM0638aC03	3038105	3070432
V	WRM0624bG01	3038896	3071298
V	WRM0627bA12	3050208	3082100
V	WRM0632dD09	3062037	3093798
V	WRM0624bE10	3070672	3099361
V	WRM0624aE12	3072444	3099766
V	WRM0614bD05	3074394	3101240
V	WRM067aB03	3086168	3114878
V	WRM0641dB07	3090992	3112669
V	WRM0634bD12	3095608	3119499
V	WRM0614dG07	3103157	3131305
V	WRM0631bF02	3103169	3138551
V	WRM0634cH10	3103541	3138684
V	WRM0618cH05	3117858	3151545
V	WRM0618dE01	3121531	3156929
V	WRM0625aE10	3124751	3156115
V	WRM0623aH07	3136345	3169882
V	WRM0621cA01	3137404	3166312
V	WRM0631cF04	3143466	3177696
V	WRM0614dE03	3148407	3183055
V	WRM0617cG07	3160491	3192945
V	WRM0620cE03	3170005	3201796
V	WRM0634dE10	3220881	3251613
V	WRM068aD12	3239877	3273639
V	WRM0638aF06	3254265	3285923
V	WRM0629cA03	3268658	3301826
V	WRM0626dE06	3275147	3313190
V	WRM066dF03	3280641	3314740
V	WRM0625bH08	3281882	3316659
V	WRM062bE11	3293510	3325609
V	WRM0620bC11	3313751	3355926
V	WRM062cG09	3315271	3349604
V	WRM065cE09	3319542	3357046
V	WRM0632cC04	3320848	3353459
V	WRM0621cG03	3322848	3358165
V	WRM0612bE12	3323105	3358875
V	WRM0630bA10	3324461	3359380
V	WRM0615dE11	3329890	3362374
V	WRM0622bG12	3331799	3365553
V	WRM0635cF02	3331839	3368054
V	WRM0622cG02	3332125	3366150
V	WRM0619dC01	3332995	3365471
V	WRM0617cD04	3333532	3365671
V	WRM0627aE04	3337774	3372707
V	WRM0612dF07	3340336	3368256
V	WRM066bG04	3342925	3379866
V	WRM0623cC08	3363397	3398826
V	WRM0625bD08	3366486	3403186
V	WRM0616cH08	3371433	3404155
V	WRM0617aB08	3379225	3415946
V	WRM0641cG01	3380914	3416141
V	WRM0635cG11	3381686	3418023
V	WRM063bH01	3386676	3420210
V	WRM0630bB10	3386775	3418130
V	WRM0641aH04	3391949	3426318
V	WRM0627bF03	3393237	3424828
V	WRM063dF05	3393862	3427330
V	WRM0611dC07	3397514	3437694
V	WRM0639aF05	3403504	3440507
V	WRM061cH03	3403679	3440890
V	WRM063aE05	3403897	3437303
V	WRM069dB04	3407491	3432770
V	WRM0619bB03	3407712	3435496
V	WRM0639cB03	3427751	3446958
V	WRM0640bH01	3432058	3454848
V	WRM0613dE10	3434161	3456118
V	WRM0621bF04	3437019	3468175
V	WRM063cD02	3446046	3477007
V	WRM0630bB11	3467107	3500887
V	WRM0637dD03	3476375	3515462
V	WRM0629bD04	3489528	3525860
V	WRM0629bE06	3493991	3530179
V	WRM0637cE08	3498050	3535813
V	WRM0630cG03	3504179	3538803
V	WRM0619cG03	3512136	3551295
V	WRM0622cB01	3528268	3558818
V	WRM0626bH11	3529330	3561480
V	WRM0636bG12	3529745	3564721
V	WRM0635aD05	3539108	3573016
V	WRM0632cA02	3541328	3575407
V	WRM0636cB11	3551094	3583175
